Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name
ENSG00000143374,ENSG00000143374.17,ENST00000369064,ENST00000369064.8,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000606933,ENST00000606933.5,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000369053,ENST00000369053.3,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000369051,ENST00000369051.7,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000479372,ENST00000479372.1,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000467982,ENST00000467982.6,TARS2
ENSG00000143374,ENSG00000143374.17,ENST00000438568,ENST00000438568.6,TARS2
ENSG00000135114,ENSG00000135114.12,ENST00000257570,ENST00000257570.9,OASL
ENSG00000135114,ENSG00000135114.12,ENST00000339275,ENST00000339275.9,OASL
ENSG00000135114,ENSG00000135114.12,ENST00000543677,ENST00000543677.1,OASL
ENSG00000135114,ENSG00000135114.12,ENST00000620239,ENST00000620239.4,OASL
ENSG00000132424,ENSG00000132424.16,ENST00000647811,ENST00000647811.1,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000369239,ENST00000369239.10,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000478777,ENST00000478777.5,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000492294,ENST00000492294.5,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000498075,ENST00000498075.1,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000466057,ENST00000466057.1,PNISR
ENSG00000132424,ENSG00000132424.16,ENST00000438806,ENST00000438806.5,PNISR
ENSG00000095485,ENSG00000095485.18,ENST00000468709,ENST00000468709.5,CWF19L1
ENSG00000095485,ENSG00000095485.18,ENST00000482452,ENST00000482452.5,CWF19L1
ENSG00000095485,ENSG00000095485.18,ENST00000354105,ENST00000354105.10,CWF19L1
ENSG00000095485,ENSG00000095485.18,ENST00000466955,ENST00000466955.5,CWF19L1
ENSG00000095485,ENSG00000095485.18,ENST00000496796,ENST00000496796.5,CWF19L1
ENSG00000095485,ENSG00000095485.18,ENST00000473842,ENST00000473842.1,CWF19L1
ENSG00000228506,ENSG00000228506.2,ENST00000418945,ENST00000418945.2,AL513550.1
ENSG00000121858,ENSG00000121858.11,ENST00000241261,ENST00000241261.7,TNFSF10
ENSG00000121858,ENSG00000121858.11,ENST00000420541,ENST00000420541.6,TNFSF10
ENSG00000121858,ENSG00000121858.11,ENST00000430881,ENST00000430881.1,TNFSF10
ENSG00000121858,ENSG00000121858.11,ENST00000494851,ENST00000494851.5,TNFSF10
ENSG00000121858,ENSG00000121858.11,ENST00000472804,ENST00000472804.1,TNFSF10
ENSG00000121858,ENSG00000121858.11,ENST00000466777,ENST00000466777.1,TNFSF10
ENSG00000223387,ENSG00000223387.6,ENST00000418839,ENST00000418839.2,LINC02068
ENSG00000132530,ENSG00000132530.17,ENST00000573760,ENST00000573760.1,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000575369,ENST00000575369.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000576341,ENST00000576341.1,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000574394,ENST00000574394.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000346752,ENST00000346752.8,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000361842,ENST00000361842.8,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000576459,ENST00000576459.1,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000572546,ENST00000572546.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000575267,ENST00000575267.1,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000572107,ENST00000572107.1,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000576724,ENST00000576724.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000571217,ENST00000571217.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000575147,ENST00000575147.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000574907,ENST00000574907.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000571135,ENST00000571135.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000574962,ENST00000574962.5,XAF1
ENSG00000132530,ENSG00000132530.17,ENST00000571673,ENST00000571673.1,XAF1
ENSG00000111335,ENSG00000111335.13,ENST00000342315,ENST00000342315.8,OAS2
ENSG00000111335,ENSG00000111335.13,ENST00000392583,ENST00000392583.7,OAS2
ENSG00000111335,ENSG00000111335.13,ENST00000449768,ENST00000449768.2,OAS2
ENSG00000111335,ENSG00000111335.13,ENST00000552756,ENST00000552756.5,OAS2
ENSG00000111335,ENSG00000111335.13,ENST00000551603,ENST00000551603.1,OAS2
ENSG00000111335,ENSG00000111335.13,ENST00000620097,ENST00000620097.1,OAS2
ENSG00000089127,ENSG00000089127.13,ENST00000202917,ENST00000202917.10,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000445409,ENST00000445409.6,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000452357,ENST00000452357.6,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000550883,ENST00000550883.1,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000549820,ENST00000549820.1,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000551241,ENST00000551241.5,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000553185,ENST00000553185.1,OAS1
ENSG00000089127,ENSG00000089127.13,ENST00000550689,ENST00000550689.1,OAS1
ENSG00000111331,ENSG00000111331.13,ENST00000228928,ENST00000228928.12,OAS3
ENSG00000111331,ENSG00000111331.13,ENST00000551007,ENST00000551007.1,OAS3
ENSG00000111331,ENSG00000111331.13,ENST00000548514,ENST00000548514.1,OAS3
ENSG00000111331,ENSG00000111331.13,ENST00000546638,ENST00000546638.1,OAS3
ENSG00000184898,ENSG00000184898.7,ENST00000331426,ENST00000331426.6,RBM43
ENSG00000184898,ENSG00000184898.7,ENST00000409092,ENST00000409092.1,RBM43
ENSG00000274904,ENSG00000274904.1,ENST00000617969,ENST00000617969.1,AC093512.1
ENSG00000149925,ENSG00000149925.21,ENST00000643777,ENST00000643777.3,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000642816,ENST00000642816.2,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000567555,ENST00000567555.1,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000569798,ENST00000569798.5,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000395240,ENST00000395240.7,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000566012,ENST00000566012.1,ALDOA
ENSG00000149925,ENSG00000149925.21,ENST00000566846,ENST00000566846.5,ALDOA
ENSG00000234684,ENSG00000234684.7,ENST00000609745,ENST00000609745.1,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000609470,ENST00000609470.6,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000607947,ENST00000607947.1,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000609285,ENST00000609285.6,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000446423,ENST00000446423.2,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000665859,ENST00000665859.1,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000670879,ENST00000670879.1,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000658491,ENST00000658491.1,SDCBP2-AS1
ENSG00000234684,ENSG00000234684.7,ENST00000653665,ENST00000653665.1,SDCBP2-AS1
ENSG00000125775,ENSG00000125775.15,ENST00000381812,ENST00000381812.5,SDCBP2
ENSG00000125775,ENSG00000125775.15,ENST00000339987,ENST00000339987.7,SDCBP2
ENSG00000095397,ENSG00000095397.16,ENST00000265134,ENST00000265134.10,WHRN
ENSG00000228775,ENSG00000228775.8,ENST00000665340,ENST00000665340.1,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000488785,ENST00000488785.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000462383,ENST00000462383.6,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000495800,ENST00000495800.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000465110,ENST00000465110.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000478332,ENST00000478332.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000459753,ENST00000459753.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000471512,ENST00000471512.5,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000486906,ENST00000486906.2,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000653232,ENST00000653232.1,WEE2-AS1
ENSG00000228775,ENSG00000228775.8,ENST00000473776,ENST00000473776.1,WEE2-AS1
ENSG00000106028,ENSG00000106028.11,ENST00000265304,ENST00000265304.11,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000496622,ENST00000496622.1,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000498107,ENST00000498107.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000489378,ENST00000489378.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000469123,ENST00000469123.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000467681,ENST00000467681.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000465582,ENST00000465582.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000461433,ENST00000461433.1,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000463093,ENST00000463093.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000465167,ENST00000465167.1,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000468267,ENST00000468267.1,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000484178,ENST00000484178.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000473783,ENST00000473783.5,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000481508,ENST00000481508.1,SSBP1
ENSG00000106028,ENSG00000106028.11,ENST00000612337,ENST00000612337.4,SSBP1
ENSG00000133106,ENSG00000133106.14,ENST00000313640,ENST00000313640.11,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000313624,ENST00000313624.11,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000540470,ENST00000540470.5,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000398762,ENST00000398762.7,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000476830,ENST00000476830.6,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000538562,ENST00000538562.5,EPSTI1
ENSG00000133106,ENSG00000133106.14,ENST00000536042,ENST00000536042.1,EPSTI1
ENSG00000171132,ENSG00000171132.14,ENST00000421201,ENST00000421201.1,PRKCE
ENSG00000103353,ENSG00000103353.16,ENST00000395878,ENST00000395878.8,UBFD1
ENSG00000103353,ENSG00000103353.16,ENST00000567212,ENST00000567212.5,UBFD1
ENSG00000103353,ENSG00000103353.16,ENST00000567264,ENST00000567264.1,UBFD1
ENSG00000103353,ENSG00000103353.16,ENST00000571064,ENST00000571064.5,UBFD1
ENSG00000103353,ENSG00000103353.16,ENST00000566669,ENST00000566669.1,UBFD1
ENSG00000103356,ENSG00000103356.17,ENST00000449606,ENST00000449606.7,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000564501,ENST00000564501.5,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000563232,ENST00000563232.1,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000564668,ENST00000564668.5,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000564461,ENST00000564461.5,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000562581,ENST00000562581.5,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000561859,ENST00000561859.5,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000564997,ENST00000564997.1,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000563499,ENST00000563499.1,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000562799,ENST00000562799.1,EARS2
ENSG00000103356,ENSG00000103356.17,ENST00000563459,ENST00000563459.5,EARS2
ENSG00000100387,ENSG00000100387.9,ENST00000467617,ENST00000467617.1,RBX1
ENSG00000123609,ENSG00000123609.11,ENST00000243346,ENST00000243346.10,NMI
ENSG00000123609,ENSG00000123609.11,ENST00000491771,ENST00000491771.5,NMI
ENSG00000123609,ENSG00000123609.11,ENST00000414946,ENST00000414946.1,NMI
ENSG00000123609,ENSG00000123609.11,ENST00000477072,ENST00000477072.1,NMI
ENSG00000138496,ENSG00000138496.16,ENST00000477522,ENST00000477522.6,PARP9
ENSG00000138496,ENSG00000138496.16,ENST00000492382,ENST00000492382.5,PARP9
ENSG00000138496,ENSG00000138496.16,ENST00000360356,ENST00000360356.6,PARP9
ENSG00000138496,ENSG00000138496.16,ENST00000471785,ENST00000471785.5,PARP9
ENSG00000138496,ENSG00000138496.16,ENST00000462315,ENST00000462315.5,PARP9
ENSG00000138496,ENSG00000138496.16,ENST00000466126,ENST00000466126.1,PARP9
ENSG00000163840,ENSG00000163840.10,ENST00000296161,ENST00000296161.9,DTX3L
ENSG00000163840,ENSG00000163840.10,ENST00000383661,ENST00000383661.3,DTX3L
ENSG00000189266,ENSG00000189266.13,ENST00000471915,ENST00000471915.5,PNRC2
ENSG00000184371,ENSG00000184371.14,ENST00000527192,ENST00000527192.5,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000525659,ENST00000525659.5,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000357302,ENST00000357302.8,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000329608,ENST00000329608.11,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000488198,ENST00000488198.5,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000369802,ENST00000369802.7,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000420111,ENST00000420111.6,CSF1
ENSG00000184371,ENSG00000184371.14,ENST00000369801,ENST00000369801.1,CSF1
ENSG00000245556,ENSG00000245556.3,ENST00000513755,ENST00000513755.1,SCAMP1-AS1
ENSG00000245556,ENSG00000245556.3,ENST00000421004,ENST00000421004.3,SCAMP1-AS1
ENSG00000245556,ENSG00000245556.3,ENST00000665502,ENST00000665502.1,SCAMP1-AS1
ENSG00000140022,ENSG00000140022.13,ENST00000555447,ENST00000555447.5,STON2
ENSG00000178685,ENSG00000178685.14,ENST00000524918,ENST00000524918.5,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000313028,ENST00000313028.12,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000525773,ENST00000525773.5,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000527262,ENST00000527262.5,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000313059,ENST00000313059.9,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000533665,ENST00000533665.1,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000526985,ENST00000526985.1,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000528580,ENST00000528580.1,PARP10
ENSG00000178685,ENSG00000178685.14,ENST00000531707,ENST00000531707.1,PARP10
ENSG00000085365,ENSG00000085365.18,ENST00000621999,ENST00000621999.5,SCAMP1
ENSG00000085365,ENSG00000085365.18,ENST00000614488,ENST00000614488.4,SCAMP1
ENSG00000085365,ENSG00000085365.18,ENST00000618166,ENST00000618166.4,SCAMP1
ENSG00000085365,ENSG00000085365.18,ENST00000511551,ENST00000511551.2,SCAMP1
ENSG00000085365,ENSG00000085365.18,ENST00000510030,ENST00000510030.2,SCAMP1
ENSG00000136147,ENSG00000136147.18,ENST00000482487,ENST00000482487.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000481509,ENST00000481509.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000378319,ENST00000378319.8,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000496623,ENST00000496623.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000467763,ENST00000467763.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000476953,ENST00000476953.6,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000426879,ENST00000426879.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000487433,ENST00000487433.6,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000496612,ENST00000496612.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000485919,ENST00000485919.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000465045,ENST00000465045.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000442195,ENST00000442195.5,PHF11
ENSG00000136147,ENSG00000136147.18,ENST00000357596,ENST00000357596.7,PHF11
ENSG00000187608,ENSG00000187608.10,ENST00000649529,ENST00000649529.1,ISG15
ENSG00000224969,ENSG00000224969.1,ENST00000458555,ENST00000458555.1,AL645608.1
ENSG00000125826,ENSG00000125826.21,ENST00000382214,ENST00000382214.7,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000356286,ENST00000356286.10,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000415942,ENST00000415942.5,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000475269,ENST00000475269.5,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000441733,ENST00000441733.5,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000353660,ENST00000353660.7,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000400245,ENST00000400245.3,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000382181,ENST00000382181.2,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000400247,ENST00000400247.3,RBCK1
ENSG00000125826,ENSG00000125826.21,ENST00000640614,ENST00000640614.1,RBCK1
ENSG00000173193,ENSG00000173193.15,ENST00000474629,ENST00000474629.7,PARP14
ENSG00000173193,ENSG00000173193.15,ENST00000494811,ENST00000494811.2,PARP14
ENSG00000173193,ENSG00000173193.15,ENST00000649945,ENST00000649945.1,PARP14
ENSG00000151012,ENSG00000151012.13,ENST00000280612,ENST00000280612.9,SLC7A11
ENSG00000110723,ENSG00000110723.12,ENST00000526312,ENST00000526312.5,EXPH5
ENSG00000136051,ENSG00000136051.15,ENST00000311317,ENST00000311317.8,WASHC4
ENSG00000136051,ENSG00000136051.15,ENST00000332180,ENST00000332180.10,WASHC4
ENSG00000136051,ENSG00000136051.15,ENST00000550053,ENST00000550053.5,WASHC4
ENSG00000136051,ENSG00000136051.15,ENST00000620430,ENST00000620430.5,WASHC4
ENSG00000136051,ENSG00000136051.15,ENST00000547404,ENST00000547404.1,WASHC4
ENSG00000136010,ENSG00000136010.14,ENST00000652515,ENST00000652515.1,ALDH1L2
ENSG00000172936,ENSG00000172936.15,ENST00000396334,ENST00000396334.8,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000424893,ENST00000424893.6,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000652213,ENST00000652213.1,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000416282,ENST00000416282.3,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000460295,ENST00000460295.1,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000495303,ENST00000495303.6,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000443433,ENST00000443433.7,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000652590,ENST00000652590.1,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000421516,ENST00000421516.3,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000650905,ENST00000650905.2,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000652534,ENST00000652534.1,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000417037,ENST00000417037.7,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000651800,ENST00000651800.1,MYD88
ENSG00000172936,ENSG00000172936.15,ENST00000650112,ENST00000650112.1,MYD88
ENSG00000111837,ENSG00000111837.11,ENST00000313243,ENST00000313243.6,MAK
ENSG00000111837,ENSG00000111837.11,ENST00000474039,ENST00000474039.5,MAK
ENSG00000111837,ENSG00000111837.11,ENST00000354489,ENST00000354489.6,MAK
ENSG00000111837,ENSG00000111837.11,ENST00000536370,ENST00000536370.5,MAK
ENSG00000155090,ENSG00000155090.15,ENST00000285407,ENST00000285407.11,KLF10
ENSG00000155090,ENSG00000155090.15,ENST00000395884,ENST00000395884.3,KLF10
ENSG00000109606,ENSG00000109606.13,ENST00000336812,ENST00000336812.5,DHX15
ENSG00000109606,ENSG00000109606.13,ENST00000511553,ENST00000511553.5,DHX15
ENSG00000109606,ENSG00000109606.13,ENST00000513092,ENST00000513092.1,DHX15
ENSG00000283959,ENSG00000283959.1,ENST00000640504,ENST00000640504.1,AP002851.1
ENSG00000224184,ENSG00000224184.6,ENST00000653212,ENST00000653212.1,MIR3681HG
ENSG00000224184,ENSG00000224184.6,ENST00000665021,ENST00000665021.1,MIR3681HG
ENSG00000170581,ENSG00000170581.14,ENST00000314128,ENST00000314128.9,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000651301,ENST00000651301.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000651915,ENST00000651915.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000651078,ENST00000651078.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000651805,ENST00000651805.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000652091,ENST00000652091.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000651934,ENST00000651934.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000652741,ENST00000652741.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000650805,ENST00000650805.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000652624,ENST00000652624.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000556140,ENST00000556140.6,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000652398,ENST00000652398.1,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000557235,ENST00000557235.5,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000418572,ENST00000418572.7,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000557417,ENST00000557417.5,STAT2
ENSG00000170581,ENSG00000170581.14,ENST00000555646,ENST00000555646.1,STAT2
ENSG00000125630,ENSG00000125630.16,ENST00000263331,ENST00000263331.10,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000438748,ENST00000438748.5,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000430769,ENST00000430769.1,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000333990,ENST00000333990.10,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000409894,ENST00000409894.7,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000448770,ENST00000448770.5,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000430293,ENST00000430293.1,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000424062,ENST00000424062.1,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000417433,ENST00000417433.6,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000496238,ENST00000496238.5,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000541869,ENST00000541869.5,POLR1B
ENSG00000125630,ENSG00000125630.16,ENST00000537335,ENST00000537335.5,POLR1B
ENSG00000229474,ENSG00000229474.6,ENST00000558573,ENST00000558573.1,PATL2
ENSG00000126709,ENSG00000126709.15,ENST00000361157,ENST00000361157.11,IFI6
ENSG00000126709,ENSG00000126709.15,ENST00000339145,ENST00000339145.8,IFI6
ENSG00000126709,ENSG00000126709.15,ENST00000362020,ENST00000362020.4,IFI6
ENSG00000160753,ENSG00000160753.16,ENST00000467820,ENST00000467820.5,RUSC1
ENSG00000160753,ENSG00000160753.16,ENST00000497930,ENST00000497930.5,RUSC1
ENSG00000196247,ENSG00000196247.11,ENST00000360117,ENST00000360117.7,ZNF107
ENSG00000196247,ENSG00000196247.11,ENST00000344930,ENST00000344930.7,ZNF107
ENSG00000196247,ENSG00000196247.11,ENST00000613690,ENST00000613690.4,ZNF107
ENSG00000196247,ENSG00000196247.11,ENST00000620827,ENST00000620827.4,ZNF107
ENSG00000133816,ENSG00000133816.15,ENST00000530823,ENST00000530823.1,MICAL2
ENSG00000263001,ENSG00000263001.6,ENST00000652150,ENST00000652150.1,GTF2I
ENSG00000263001,ENSG00000263001.6,ENST00000650807,ENST00000650807.1,GTF2I
ENSG00000166710,ENSG00000166710.20,ENST00000559720,ENST00000559720.5,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000561424,ENST00000561424.5,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000559916,ENST00000559916.1,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000349264,ENST00000349264.10,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000648006,ENST00000648006.2,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000557901,ENST00000557901.5,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000559907,ENST00000559907.5,B2M
ENSG00000166710,ENSG00000166710.20,ENST00000544417,ENST00000544417.5,B2M
ENSG00000205413,ENSG00000205413.8,ENST00000379958,ENST00000379958.3,SAMD9
ENSG00000205413,ENSG00000205413.8,ENST00000446617,ENST00000446617.1,SAMD9
ENSG00000205413,ENSG00000205413.8,ENST00000620985,ENST00000620985.4,SAMD9
ENSG00000204267,ENSG00000204267.16,ENST00000652259,ENST00000652259.1,TAP2
ENSG00000204267,ENSG00000204267.16,ENST00000374897,ENST00000374897.4,TAP2
ENSG00000204267,ENSG00000204267.16,ENST00000620123,ENST00000620123.4,TAP2
ENSG00000250264,ENSG00000250264.1,ENST00000452392,ENST00000452392.2,AL669918.1
ENSG00000130589,ENSG00000130589.16,ENST00000479540,ENST00000479540.5,HELZ2
ENSG00000130589,ENSG00000130589.16,ENST00000370082,ENST00000370082.1,HELZ2
ENSG00000185880,ENSG00000185880.13,ENST00000559390,ENST00000559390.5,TRIM69
ENSG00000185880,ENSG00000185880.13,ENST00000560141,ENST00000560141.2,TRIM69
ENSG00000185880,ENSG00000185880.13,ENST00000560554,ENST00000560554.1,TRIM69
ENSG00000185880,ENSG00000185880.13,ENST00000559315,ENST00000559315.1,TRIM69
ENSG00000185880,ENSG00000185880.13,ENST00000561237,ENST00000561237.1,TRIM69
ENSG00000196636,ENSG00000196636.8,ENST00000489852,ENST00000489852.1,SDHAF3
ENSG00000196636,ENSG00000196636.8,ENST00000360382,ENST00000360382.4,SDHAF3
ENSG00000163644,ENSG00000163644.15,ENST00000608933,ENST00000608933.6,PPM1K
ENSG00000163644,ENSG00000163644.15,ENST00000295908,ENST00000295908.11,PPM1K
ENSG00000163644,ENSG00000163644.15,ENST00000508256,ENST00000508256.5,PPM1K
ENSG00000163644,ENSG00000163644.15,ENST00000510548,ENST00000510548.6,PPM1K
ENSG00000163644,ENSG00000163644.15,ENST00000506423,ENST00000506423.1,PPM1K
ENSG00000163644,ENSG00000163644.15,ENST00000514204,ENST00000514204.1,PPM1K
ENSG00000246375,ENSG00000246375.3,ENST00000500009,ENST00000500009.3,PPM1K-DT
ENSG00000246375,ENSG00000246375.3,ENST00000661338,ENST00000661338.1,PPM1K-DT
ENSG00000246375,ENSG00000246375.3,ENST00000652965,ENST00000652965.1,PPM1K-DT
ENSG00000246375,ENSG00000246375.3,ENST00000661337,ENST00000661337.1,PPM1K-DT
ENSG00000280311,ENSG00000280311.1,ENST00000623606,ENST00000623606.1,AC131212.4
ENSG00000286375,ENSG00000286375.1,ENST00000667253,ENST00000667253.1,AL512590.3
