Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name
ENSG00000210049,ENSG00000210049.1,ENST00000387314,ENST00000387314.1,MT-TF
ENSG00000211459,ENSG00000211459.2,ENST00000389680,ENST00000389680.2,MT-RNR1
ENSG00000210077,ENSG00000210077.1,ENST00000387342,ENST00000387342.1,MT-TV
ENSG00000210082,ENSG00000210082.2,ENST00000387347,ENST00000387347.2,MT-RNR2
ENSG00000209082,ENSG00000209082.1,ENST00000386347,ENST00000386347.1,MT-TL1
ENSG00000198888,ENSG00000198888.2,ENST00000361390,ENST00000361390.2,MT-ND1
ENSG00000210156,ENSG00000210156.1,ENST00000387421,ENST00000387421.1,MT-TK
ENSG00000228253,ENSG00000228253.1,ENST00000361851,ENST00000361851.1,MT-ATP8
ENSG00000198899,ENSG00000198899.2,ENST00000361899,ENST00000361899.2,MT-ATP6
ENSG00000198938,ENSG00000198938.2,ENST00000362079,ENST00000362079.2,MT-CO3
ENSG00000210164,ENSG00000210164.1,ENST00000387429,ENST00000387429.1,MT-TG
ENSG00000198840,ENSG00000198840.2,ENST00000361227,ENST00000361227.2,MT-ND3
ENSG00000210174,ENSG00000210174.1,ENST00000387439,ENST00000387439.1,MT-TR
ENSG00000212907,ENSG00000212907.2,ENST00000361335,ENST00000361335.1,MT-ND4L
ENSG00000198886,ENSG00000198886.2,ENST00000361381,ENST00000361381.2,MT-ND4
ENSG00000210176,ENSG00000210176.1,ENST00000387441,ENST00000387441.1,MT-TH
ENSG00000210184,ENSG00000210184.1,ENST00000387449,ENST00000387449.1,MT-TS2
ENSG00000210191,ENSG00000210191.1,ENST00000387456,ENST00000387456.1,MT-TL2
ENSG00000198786,ENSG00000198786.2,ENST00000361567,ENST00000361567.2,MT-ND5
ENSG00000198695,ENSG00000198695.2,ENST00000361681,ENST00000361681.2,MT-ND6
ENSG00000210194,ENSG00000210194.1,ENST00000387459,ENST00000387459.1,MT-TE
ENSG00000198727,ENSG00000198727.2,ENST00000361789,ENST00000361789.2,MT-CYB
ENSG00000210195,ENSG00000210195.2,ENST00000387460,ENST00000387460.2,MT-TT
ENSG00000210196,ENSG00000210196.2,ENST00000387461,ENST00000387461.2,MT-TP
ENSG00000274760,ENSG00000274760.1,ENST00000610973,ENST00000610973.1,AL049766.1
ENSG00000200334,ENSG00000200334.1,ENST00000363464,ENST00000363464.1,AC008427.1
ENSG00000209042,ENSG00000209042.1,ENST00000386307,ENST00000386307.1,SNORD12C
ENSG00000274086,ENSG00000274086.1,ENST00000613724,ENST00000613724.1,L29074.2
ENSG00000221771,ENSG00000221771.1,ENST00000408844,ENST00000408844.1,MIR1205
ENSG00000277830,ENSG00000277830.1,ENST00000615787,ENST00000615787.1,AL049766.2
ENSG00000196547,ENSG00000196547.15,ENST00000558290,ENST00000558290.5,MAN2A2
ENSG00000196547,ENSG00000196547.15,ENST00000558853,ENST00000558853.5,MAN2A2
ENSG00000196547,ENSG00000196547.15,ENST00000559999,ENST00000559999.5,MAN2A2
ENSG00000286065,ENSG00000286065.1,ENST00000651507,ENST00000651507.1,AC015911.11
ENSG00000068120,ENSG00000068120.15,ENST00000585811,ENST00000585811.1,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000585909,ENST00000585909.1,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000586771,ENST00000586771.1,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000421097,ENST00000421097.6,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000591779,ENST00000591779.5,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000587858,ENST00000587858.5,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000587214,ENST00000587214.1,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000587157,ENST00000587157.1,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000590958,ENST00000590958.5,COASY
ENSG00000068120,ENSG00000068120.15,ENST00000393818,ENST00000393818.3,COASY
ENSG00000143156,ENSG00000143156.14,ENST00000472647,ENST00000472647.5,NME7
ENSG00000143156,ENSG00000143156.14,ENST00000525440,ENST00000525440.5,NME7
ENSG00000143156,ENSG00000143156.14,ENST00000485609,ENST00000485609.5,NME7
ENSG00000140450,ENSG00000140450.9,ENST00000268042,ENST00000268042.7,ARRDC4
ENSG00000117475,ENSG00000117475.14,ENST00000367807,ENST00000367807.7,BLZF1
ENSG00000117475,ENSG00000117475.14,ENST00000367808,ENST00000367808.8,BLZF1
ENSG00000117475,ENSG00000117475.14,ENST00000329281,ENST00000329281.6,BLZF1
ENSG00000117475,ENSG00000117475.14,ENST00000420531,ENST00000420531.1,BLZF1
ENSG00000117475,ENSG00000117475.14,ENST00000426663,ENST00000426663.1,BLZF1
ENSG00000068079,ENSG00000068079.8,ENST00000415816,ENST00000415816.7,IFI35
ENSG00000068079,ENSG00000068079.8,ENST00000438323,ENST00000438323.2,IFI35
ENSG00000068079,ENSG00000068079.8,ENST00000246911,ENST00000246911.6,IFI35
ENSG00000068079,ENSG00000068079.8,ENST00000536969,ENST00000536969.1,IFI35
ENSG00000068079,ENSG00000068079.8,ENST00000396722,ENST00000396722.2,IFI35
ENSG00000235770,ENSG00000235770.6,ENST00000451392,ENST00000451392.5,LINC00607
ENSG00000235770,ENSG00000235770.6,ENST00000662624,ENST00000662624.1,LINC00607
ENSG00000247121,ENSG00000247121.7,ENST00000665723,ENST00000665723.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000660209,ENST00000660209.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000656950,ENST00000656950.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000659319,ENST00000659319.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000655392,ENST00000655392.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000660988,ENST00000660988.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000663822,ENST00000663822.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000665421,ENST00000665421.1,AC009126.1
ENSG00000247121,ENSG00000247121.7,ENST00000669694,ENST00000669694.1,AC009126.1
ENSG00000113441,ENSG00000113441.16,ENST00000395784,ENST00000395784.1,LNPEP
ENSG00000167460,ENSG00000167460.17,ENST00000658224,ENST00000658224.1,TPM4
ENSG00000167460,ENSG00000167460.17,ENST00000344824,ENST00000344824.11,TPM4
ENSG00000287094,ENSG00000287094.1,ENST00000667807,ENST00000667807.1,AL049552.2
ENSG00000135541,ENSG00000135541.21,ENST00000533029,ENST00000533029.1,AHI1
ENSG00000196684,ENSG00000196684.12,ENST00000586872,ENST00000586872.5,HSH2D
ENSG00000196684,ENSG00000196684.12,ENST00000613986,ENST00000613986.4,HSH2D
ENSG00000196684,ENSG00000196684.12,ENST00000616070,ENST00000616070.4,HSH2D
ENSG00000196684,ENSG00000196684.12,ENST00000535834,ENST00000535834.1,HSH2D
ENSG00000196684,ENSG00000196684.12,ENST00000613195,ENST00000613195.4,HSH2D
ENSG00000196684,ENSG00000196684.12,ENST00000593031,ENST00000593031.1,HSH2D
ENSG00000261218,ENSG00000261218.5,ENST00000565674,ENST00000565674.1,AC099524.1
ENSG00000115271,ENSG00000115271.11,ENST00000473240,ENST00000473240.5,GCA
ENSG00000115271,ENSG00000115271.11,ENST00000446271,ENST00000446271.5,GCA
ENSG00000115271,ENSG00000115271.11,ENST00000429691,ENST00000429691.6,GCA
ENSG00000169871,ENSG00000169871.13,ENST00000306085,ENST00000306085.11,TRIM56
ENSG00000169871,ENSG00000169871.13,ENST00000412507,ENST00000412507.1,TRIM56
ENSG00000115267,ENSG00000115267.8,ENST00000649979,ENST00000649979.2,IFIH1
ENSG00000115267,ENSG00000115267.8,ENST00000648433,ENST00000648433.1,IFIH1
ENSG00000115267,ENSG00000115267.8,ENST00000421365,ENST00000421365.2,IFIH1
ENSG00000140464,ENSG00000140464.20,ENST00000395135,ENST00000395135.7,PML
ENSG00000140464,ENSG00000140464.20,ENST00000395132,ENST00000395132.6,PML
ENSG00000140464,ENSG00000140464.20,ENST00000268059,ENST00000268059.10,PML
ENSG00000140464,ENSG00000140464.20,ENST00000354026,ENST00000354026.10,PML
ENSG00000140464,ENSG00000140464.20,ENST00000268058,ENST00000268058.8,PML
ENSG00000140464,ENSG00000140464.20,ENST00000565898,ENST00000565898.5,PML
ENSG00000140464,ENSG00000140464.20,ENST00000569477,ENST00000569477.5,PML
ENSG00000140464,ENSG00000140464.20,ENST00000569965,ENST00000569965.5,PML
ENSG00000140464,ENSG00000140464.20,ENST00000567543,ENST00000567543.5,PML
ENSG00000140464,ENSG00000140464.20,ENST00000436891,ENST00000436891.7,PML
ENSG00000140464,ENSG00000140464.20,ENST00000435786,ENST00000435786.6,PML
ENSG00000140464,ENSG00000140464.20,ENST00000564428,ENST00000564428.5,PML
ENSG00000140464,ENSG00000140464.20,ENST00000359928,ENST00000359928.8,PML
ENSG00000140464,ENSG00000140464.20,ENST00000563500,ENST00000563500.5,PML
ENSG00000112306,ENSG00000112306.8,ENST00000230050,ENST00000230050.4,RPS12
ENSG00000112306,ENSG00000112306.8,ENST00000484616,ENST00000484616.2,RPS12
ENSG00000265241,ENSG00000265241.7,ENST00000583313,ENST00000583313.7,RBM8A
ENSG00000265241,ENSG00000265241.7,ENST00000632555,ENST00000632555.1,RBM8A
ENSG00000265241,ENSG00000265241.7,ENST00000369307,ENST00000369307.4,RBM8A
ENSG00000265241,ENSG00000265241.7,ENST00000498663,ENST00000498663.5,RBM8A
ENSG00000265241,ENSG00000265241.7,ENST00000484825,ENST00000484825.1,RBM8A
ENSG00000265241,ENSG00000265241.7,ENST00000634161,ENST00000634161.1,RBM8A
ENSG00000280778,ENSG00000280778.1,ENST00000630636,ENST00000630636.1,AC243547.3
ENSG00000280778,ENSG00000280778.1,ENST00000625258,ENST00000625258.1,AC243547.3
ENSG00000234222,ENSG00000234222.6,ENST00000437797,ENST00000437797.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000601726,ENST00000601726.3,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000599626,ENST00000599626.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000599147,ENST00000599147.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000595494,ENST00000595494.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000595518,ENST00000595518.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000597144,ENST00000597144.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000599469,ENST00000599469.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000598354,ENST00000598354.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000598103,ENST00000598103.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000600340,ENST00000600340.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000630257,ENST00000630257.2,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000448561,ENST00000448561.5,LIX1L-AS1
ENSG00000234222,ENSG00000234222.6,ENST00000421764,ENST00000421764.1,LIX1L-AS1
ENSG00000183486,ENSG00000183486.13,ENST00000330714,ENST00000330714.8,MX2
ENSG00000183486,ENSG00000183486.13,ENST00000436410,ENST00000436410.5,MX2
ENSG00000183486,ENSG00000183486.13,ENST00000435611,ENST00000435611.5,MX2
ENSG00000183486,ENSG00000183486.13,ENST00000494252,ENST00000494252.1,MX2
ENSG00000183486,ENSG00000183486.13,ENST00000495892,ENST00000495892.1,MX2
ENSG00000283563,ENSG00000283563.1,ENST00000635992,ENST00000635992.1,AC098650.1
ENSG00000206559,ENSG00000206559.8,ENST00000420223,ENST00000420223.5,ZCWPW2
ENSG00000206559,ENSG00000206559.8,ENST00000383768,ENST00000383768.7,ZCWPW2
ENSG00000163512,ENSG00000163512.14,ENST00000479665,ENST00000479665.6,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000295748,ENST00000295748.7,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000463512,ENST00000463512.5,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000334100,ENST00000334100.10,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000420543,ENST00000420543.6,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000457172,ENST00000457172.5,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000414162,ENST00000414162.5,AZI2
ENSG00000163512,ENSG00000163512.14,ENST00000415852,ENST00000415852.1,AZI2
ENSG00000139083,ENSG00000139083.11,ENST00000396373,ENST00000396373.9,ETV6
ENSG00000139083,ENSG00000139083.11,ENST00000541426,ENST00000541426.1,ETV6
ENSG00000139083,ENSG00000139083.11,ENST00000544715,ENST00000544715.1,ETV6
ENSG00000184979,ENSG00000184979.10,ENST00000215794,ENST00000215794.8,USP18
ENSG00000265972,ENSG00000265972.6,ENST00000582401,ENST00000582401.6,TXNIP
ENSG00000152457,ENSG00000152457.18,ENST00000378289,ENST00000378289.8,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378246,ENST00000378246.6,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000357717,ENST00000357717.6,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378249,ENST00000378249.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000396817,ENST00000396817.6,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378255,ENST00000378255.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378254,ENST00000378254.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378278,ENST00000378278.7,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378258,ENST00000378258.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000418843,ENST00000418843.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000378241,ENST00000378241.5,DCLRE1C
ENSG00000152457,ENSG00000152457.18,ENST00000456122,ENST00000456122.1,DCLRE1C
ENSG00000153147,ENSG00000153147.6,ENST00000283131,ENST00000283131.4,SMARCA5
ENSG00000113119,ENSG00000113119.12,ENST00000394671,ENST00000394671.7,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000513002,ENST00000513002.5,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000509217,ENST00000509217.6,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000511410,ENST00000511410.5,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000394669,ENST00000394669.8,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000504069,ENST00000504069.6,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000515653,ENST00000515653.1,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000514449,ENST00000514449.5,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000505086,ENST00000505086.2,TMCO6
ENSG00000113119,ENSG00000113119.12,ENST00000252100,ENST00000252100.6,TMCO6
ENSG00000017483,ENSG00000017483.15,ENST00000416711,ENST00000416711.5,SLC38A5
ENSG00000017483,ENSG00000017483.15,ENST00000488083,ENST00000488083.5,SLC38A5
ENSG00000177410,ENSG00000177410.13,ENST00000371743,ENST00000371743.8,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000441722,ENST00000441722.5,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000417721,ENST00000417721.5,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000450535,ENST00000450535.5,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000458653,ENST00000458653.5,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000663883,ENST00000663883.1,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000326677,ENST00000326677.9,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000428008,ENST00000428008.6,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000620594,ENST00000620594.2,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000623640,ENST00000623640.1,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000667889,ENST00000667889.1,ZFAS1
ENSG00000177410,ENSG00000177410.13,ENST00000652916,ENST00000652916.1,ZFAS1
ENSG00000124201,ENSG00000124201.15,ENST00000371754,ENST00000371754.8,ZNFX1
ENSG00000124201,ENSG00000124201.15,ENST00000371752,ENST00000371752.5,ZNFX1
ENSG00000124201,ENSG00000124201.15,ENST00000371744,ENST00000371744.5,ZNFX1
ENSG00000124201,ENSG00000124201.15,ENST00000396105,ENST00000396105.6,ZNFX1
ENSG00000105726,ENSG00000105726.17,ENST00000291503,ENST00000291503.9,ATP13A1
ENSG00000221963,ENSG00000221963.6,ENST00000409652,ENST00000409652.5,APOL6
ENSG00000287620,ENSG00000287620.1,ENST00000669199,ENST00000669199.1,AC092053.5
ENSG00000134326,ENSG00000134326.11,ENST00000256722,ENST00000256722.9,CMPK2
ENSG00000134326,ENSG00000134326.11,ENST00000404168,ENST00000404168.1,CMPK2
ENSG00000134326,ENSG00000134326.11,ENST00000458098,ENST00000458098.5,CMPK2
ENSG00000134321,ENSG00000134321.12,ENST00000474872,ENST00000474872.1,RSAD2
ENSG00000134321,ENSG00000134321.12,ENST00000442639,ENST00000442639.5,RSAD2
ENSG00000134321,ENSG00000134321.12,ENST00000382040,ENST00000382040.4,RSAD2
ENSG00000134321,ENSG00000134321.12,ENST00000489749,ENST00000489749.1,RSAD2
ENSG00000108679,ENSG00000108679.13,ENST00000591778,ENST00000591778.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000262776,ENST00000262776.8,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000587311,ENST00000587311.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000586720,ENST00000586720.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000587251,ENST00000587251.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000588198,ENST00000588198.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000585407,ENST00000585407.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000589775,ENST00000589775.6,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000589906,ENST00000589906.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000587310,ENST00000587310.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000588990,ENST00000588990.5,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000588899,ENST00000588899.1,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000591274,ENST00000591274.1,LGALS3BP
ENSG00000108679,ENSG00000108679.13,ENST00000586300,ENST00000586300.1,LGALS3BP
ENSG00000105287,ENSG00000105287.12,ENST00000600194,ENST00000600194.5,PRKD2
ENSG00000105287,ENSG00000105287.12,ENST00000595132,ENST00000595132.5,PRKD2
ENSG00000107201,ENSG00000107201.10,ENST00000379868,ENST00000379868.5,DDX58
ENSG00000107201,ENSG00000107201.10,ENST00000379883,ENST00000379883.3,DDX58
ENSG00000197993,ENSG00000197993.9,ENST00000355265,ENST00000355265.7,KEL
ENSG00000197993,ENSG00000197993.9,ENST00000479768,ENST00000479768.6,KEL
ENSG00000197993,ENSG00000197993.9,ENST00000476829,ENST00000476829.5,KEL
ENSG00000197993,ENSG00000197993.9,ENST00000467543,ENST00000467543.6,KEL
ENSG00000197993,ENSG00000197993.9,ENST00000460479,ENST00000460479.2,KEL
ENSG00000002549,ENSG00000002549.12,ENST00000226299,ENST00000226299.8,LAP3
ENSG00000002549,ENSG00000002549.12,ENST00000508497,ENST00000508497.5,LAP3
ENSG00000002549,ENSG00000002549.12,ENST00000512397,ENST00000512397.1,LAP3
ENSG00000002549,ENSG00000002549.12,ENST00000606142,ENST00000606142.5,LAP3
ENSG00000002549,ENSG00000002549.12,ENST00000509583,ENST00000509583.1,LAP3
ENSG00000002549,ENSG00000002549.12,ENST00000618908,ENST00000618908.4,LAP3
ENSG00000160058,ENSG00000160058.18,ENST00000455895,ENST00000455895.6,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000444377,ENST00000444377.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000341071,ENST00000341071.11,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000526031,ENST00000526031.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000419121,ENST00000419121.6,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000446293,ENST00000446293.6,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000373520,ENST00000373520.8,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000527513,ENST00000527513.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000527163,ENST00000527163.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000530485,ENST00000530485.1,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000474414,ENST00000474414.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000530876,ENST00000530876.5,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000530753,ENST00000530753.1,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000533084,ENST00000533084.1,BSDC1
ENSG00000160058,ENSG00000160058.18,ENST00000531222,ENST00000531222.1,BSDC1
ENSG00000175643,ENSG00000175643.10,ENST00000572992,ENST00000572992.1,RMI2
ENSG00000185338,ENSG00000185338.6,ENST00000332029,ENST00000332029.3,SOCS1
ENSG00000185338,ENSG00000185338.6,ENST00000644787,ENST00000644787.1,SOCS1
ENSG00000258558,ENSG00000258558.1,ENST00000554665,ENST00000554665.1,AL121852.1
ENSG00000105402,ENSG00000105402.8,ENST00000263354,ENST00000263354.8,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000595227,ENST00000595227.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000594001,ENST00000594001.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000593761,ENST00000593761.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000601208,ENST00000601208.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000602082,ENST00000602082.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000602174,ENST00000602174.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000595826,ENST00000595826.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000594740,ENST00000594740.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000597274,ENST00000597274.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000593785,ENST00000593785.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000597160,ENST00000597160.1,NAPA
ENSG00000137628,ENSG00000137628.17,ENST00000393743,ENST00000393743.8,DDX60
ENSG00000137628,ENSG00000137628.17,ENST00000514995,ENST00000514995.1,DDX60
ENSG00000272848,ENSG00000272848.2,ENST00000607876,ENST00000607876.2,AL135910.1
ENSG00000104320,ENSG00000104320.14,ENST00000409330,ENST00000409330.5,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000519426,ENST00000519426.5,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000523444,ENST00000523444.1,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000517337,ENST00000517337.1,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000494804,ENST00000494804.1,NBN
ENSG00000137842,ENSG00000137842.7,ENST00000569535,ENST00000569535.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000565291,ENST00000565291.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000260403,ENST00000260403.7,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000569926,ENST00000569926.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000570109,ENST00000570109.1,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000568182,ENST00000568182.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000567441,ENST00000567441.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000568197,ENST00000568197.1,TMEM62
ENSG00000204592,ENSG00000204592.9,ENST00000376630,ENST00000376630.5,HLA-E
ENSG00000204592,ENSG00000204592.9,ENST00000484194,ENST00000484194.1,HLA-E
ENSG00000204592,ENSG00000204592.9,ENST00000493699,ENST00000493699.1,HLA-E
ENSG00000119917,ENSG00000119917.14,ENST00000371818,ENST00000371818.9,IFIT3
ENSG00000119917,ENSG00000119917.14,ENST00000371811,ENST00000371811.4,IFIT3
ENSG00000107798,ENSG00000107798.18,ENST00000371837,ENST00000371837.5,LIPA
ENSG00000185745,ENSG00000185745.10,ENST00000371804,ENST00000371804.4,IFIT1
ENSG00000185745,ENSG00000185745.10,ENST00000546318,ENST00000546318.2,IFIT1
ENSG00000119922,ENSG00000119922.10,ENST00000371826,ENST00000371826.4,IFIT2
ENSG00000119922,ENSG00000119922.10,ENST00000611722,ENST00000611722.1,IFIT2
ENSG00000112343,ENSG00000112343.11,ENST00000357085,ENST00000357085.5,TRIM38
ENSG00000169660,ENSG00000169660.16,ENST00000644009,ENST00000644009.1,HEXD
ENSG00000106785,ENSG00000106785.15,ENST00000375098,ENST00000375098.7,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000341469,ENST00000341469.7,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000342043,ENST00000342043.3,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000475147,ENST00000475147.1,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000478401,ENST00000478401.1,TRIM14
ENSG00000181381,ENSG00000181381.13,ENST00000511577,ENST00000511577.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000505890,ENST00000505890.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000505696,ENST00000505696.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000514748,ENST00000514748.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000515088,ENST00000515088.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000513901,ENST00000513901.1,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000512371,ENST00000512371.1,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000260184,ENST00000260184.11,DDX60L
ENSG00000178927,ENSG00000178927.18,ENST00000342572,ENST00000342572.12,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000306645,ENST00000306645.10,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000437807,ENST00000437807.6,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584024,ENST00000584024.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000434650,ENST00000434650.6,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000583617,ENST00000583617.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000585064,ENST00000585064.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578919,ENST00000578919.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000580560,ENST00000580560.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000581196,ENST00000581196.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584503,ENST00000584503.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000585080,ENST00000585080.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577888,ENST00000577888.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577707,ENST00000577707.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578913,ENST00000578913.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584891,ENST00000584891.5,CYBC1
