gene,de_coef,de_se,de_pval,dv_coef,dv_se,dv_pval,de_fdr,dv_fdr,distance,ct,distance_bin
ATP5G2,-0.6100940609265734,0.04754833083728385,6.003124656787594e-17,0.29216145358677575,0.371785660046937,0.40805919408059194,7.532045467813184e-16,0.7576220412640816,42752.0,cM,far
ATP5B,-0.42908936337580017,0.05535652681280075,5.1445625936102095e-09,-0.05654002246545031,0.32463490231138065,0.8513148685131486,2.7818745876558912e-08,0.9425867888745241,2258.0,cM,far
FKBP4,0.5489998343754915,0.09181390758553183,0.00046219142548113967,-0.3892518103330644,0.2746670636732475,0.15748425157484253,0.0007613678453617663,0.5172182168286239,1350390.0,cM,far
TBRG1,-0.16983885413031857,0.0902166156586081,0.061993800619938005,-0.34946032338545413,0.45533806136847327,0.42545745425457454,0.07525475721513261,0.7647941989170886,507290.0,cM,far
RPS3,-0.5227825176025245,0.020528801169507897,3.008251631702293e-29,0.47953472678678855,0.09404437748053897,0.0002910565545698312,1.2078130301284707e-27,0.007151021164398008,834665.0,cM,far
SPCS2,-0.11826189011994079,0.04453755148266236,0.007899210078992101,0.3254085751921397,0.34438509555964025,0.32826717328267174,0.010389951995791413,0.6989002946671032,937406.0,cM,far
P2RY6,0.5629404809273059,0.0843332535390992,0.0003064760483100546,0.5888873233548924,0.2676138273953355,0.0367963203679632,0.0005241752221362596,0.2686131386861314,111197.0,cM,far
LAMTOR1,-0.39653895706451386,0.04898767391204306,1.684622293298795e-08,-0.5775707967135695,0.35896069552977156,0.10538946105389461,8.50787233659706e-08,0.4401041192638841,1049773.0,cM,far
TCIRG1,-0.2948910274903837,0.06295332555064384,7.1396975852354096e-06,0.3678767272185161,0.4024413107654646,0.3297670232976702,1.983798325586171e-05,0.6989002946671032,432894.0,cM,far
GSTP1,-0.266178649268314,0.03368752559300493,2.109644377128888e-09,0.04074649455965359,0.11902145426712979,0.7290270972902709,1.1929890386158431e-08,0.8973012277316329,19689.0,cM,far
CORO1B,-0.7669712718444743,0.09711775037202568,1.1127075443274392e-08,-0.5094864336757748,0.4686494911638571,0.2713728627137286,5.7831984342714156e-08,0.6492657281890858,39321.0,cM,far
PPP1CA,-0.2880382268468446,0.03723420734444318,1.8542203593479362e-08,1.4837668974263856,0.40512272572905794,0.001999800019998,9.27687818415198e-08,0.03380714560122935,44821.0,cM,far
PAK1,0.014312042255996192,0.0946269681026821,0.8814118588141185,0.4719735144748843,0.4391386547169913,0.25777422257774224,0.8914026733346816,0.6408442747056564,549827.0,cM,far
POLD4,-0.9935199609824371,0.06175280118423812,1.6554813026629503e-18,0.639575665608054,0.3458145444116277,0.06829317068293171,2.4391770386024757e-17,0.3549476767533603,993.0,cM,far
BANF1,-0.5379335966614661,0.08338058166738682,1.553886319889139e-06,0.5452381752905696,0.4750303089670571,0.2460753924607539,5.30966261647225e-06,0.6333286543140557,73815.0,cM,far
ODF3B,0.41803941199309785,0.08354586588039983,0.0004162635844989687,0.2972931475241011,0.440261421699908,0.47505249475052497,0.0006942048979287059,0.7818542061031031,6959.0,cM,far
SAMSN1,0.7447452824996224,0.03575201491472016,0.00011732894238740048,-0.17080694121013354,0.21913068359124294,0.4821517848215178,0.00022325862733905827,0.7818542061031031,45972.0,cM,far
FIBP,-0.028320400190402394,0.07884611482195737,0.7147285271472853,0.34030504252423205,0.36987309214767405,0.3451654834516548,0.7410290604251389,0.7088692665260328,25035.0,cM,far
ATP5J,-0.29774865689149965,0.05037425792732055,4.330314674598242e-06,-0.23617559843287914,0.43890874965403937,0.5618438156184381,1.2766734351746644e-05,0.8142141601890307,127201.0,cM,far
RNASEH2C,-0.16456811588946924,0.07196122807940056,0.022297770222977704,0.5751294178795966,0.41790278707306183,0.21187881211878812,0.028241497616799834,0.6061556755936192,137249.0,cM,far
USP16,-0.21739718486336795,0.09320419920061379,0.022097790220977902,0.7761654158377681,0.43208802707827726,0.11098890110988902,0.028010300785233234,0.4423031642245205,21463.0,cM,far
CDC42EP2,0.7469629443569661,0.09530932804811315,3.420850865088206e-05,0.5195909377508126,0.3407519625702328,0.12348765123487651,7.716132709735477e-05,0.4598202216815355,102057.0,cM,far
SF3B2,-0.17338835090468394,0.08479809693624865,0.04079592040795921,-0.3539342372997389,0.4368426892109206,0.3975602439756024,0.05035991404702728,0.7502723288188219,122316.0,cM,far
APLP2,-0.7700640869194129,0.05058291709797073,6.278091966518218e-16,0.2326152225627231,0.3189343313143311,0.45685431456854314,7.306243259585694e-15,0.7762667716630828,5952601.0,cM,far
RSF1,0.18362988576345307,0.0906070021313826,0.0425957404259574,-0.15985828418545303,0.507212631082116,0.7390260973902609,0.052541289649836856,0.9028114679026393,203445.0,cM,far
PICALM,-0.05805443164423159,0.09716940496339867,0.5482451754824518,0.5418281866267443,0.47030248901936544,0.24857514248575144,0.5861367289751397,0.6356873866753452,73826.0,cM,far
HSPA8,0.5202739401641253,0.03553570659470918,2.7102493275072358e-05,0.19369480477334278,0.09489022456147365,0.041995800419958006,6.363538625696814e-05,0.28421341966221786,170135.0,cM,far
TRAPPC4,-0.09110523027581653,0.07325130334523298,0.21577842215778423,0.6757775304049617,0.5239944254566511,0.20577942205779423,0.2440423563277475,0.5997853935114656,2876.0,cM,far
RPS25,-0.43769659728540267,0.02861697112091962,2.606179350057101e-16,0.41607275490778894,0.2592630175651206,0.10278972102789721,3.077591203082135e-15,0.43328160622257983,5952.0,cM,far
ATP5L,-0.46332365538979403,0.0349879402033211,1.5163472777908832e-22,0.31485237277413025,0.38455253291140523,0.38686131386861317,3.5812554825472915e-21,0.7437572032270457,9544.0,cM,far
IL10RA,1.1326484451053185,0.07450072994009485,0.00025048774390254593,0.03926915897291611,0.5015220800702149,0.9322067793220677,0.0004353715548782346,0.9791524444677834,88045.0,cM,far
SDHD,0.22077849200263555,0.059229332116773496,0.0009837358824108082,0.8745682290813497,0.41801051657231636,0.04079592040795921,0.0015205773119843675,0.28421341966221786,856035.0,cM,far
TIMM8B,-0.3853202708405847,0.08869285448307729,0.00016610298007379705,0.3865075565188946,0.5100336074145125,0.4517548245175482,0.000302450551018728,0.7751263335204941,855934.0,cM,far
RDX,0.2662356865888638,0.09186490652520199,0.0040995900409959,-0.28216848294769453,0.3329727378474888,0.3952604739526047,0.005551384153321599,0.7491392370196942,933777.0,cM,far
NDUFC2,-0.07212094549861707,0.04671588451753926,0.12338766123387661,-0.16726022051345005,0.41265585966103385,0.6756324367563243,0.1440120522831438,0.8722393034008497,55055.0,cM,far
CARD16,0.7210274642326772,0.024934357960985525,4.023051807926727e-06,-0.8759949649847374,0.12171412590069318,1.2816520268990691e-06,1.205414403643717e-05,0.00010291665775999525,2480149.0,cM,far
CASP4,0.9528485006802994,0.032144081046208486,5.9069946142047284e-05,-0.128577653060818,0.1807512746725125,0.46595340465953405,0.00012498858169186815,0.7762667716630828,2382683.0,cM,far
TMEM123,1.6147561498557863,0.0472974667754249,3.1963229211639033e-07,-0.13771800120245747,0.2319634329765587,0.5571442855714429,1.293021312692501e-06,0.8134306569343067,1903.0,cM,far
BIRC3,0.8203018554841304,0.0756337543054353,1.07998957680203e-05,-0.3408091655637354,0.24564757348404906,0.15848415158484153,2.843382394006656e-05,0.5183819703569358,110736.0,cM,far
CWC15,0.08005975634092992,0.08050927325519554,0.3203679632036796,0.34909556571348094,0.49310745437369874,0.46265373462653736,0.35606294041876085,0.7762667716630828,173932.0,cM,far
PIM3,0.9509140584699568,0.05496668717459015,1.446037853626493e-06,-0.7144551883221082,0.28698358045022027,0.018698130186981302,4.983555349622635e-06,0.17458835511797657,578768.0,cM,far
SMCO4,0.4943078032190108,0.051906075809931944,3.8955646463923844e-05,0.17112866927728493,0.3064163308885786,0.5614438556144385,8.67722166727624e-05,0.8142141601890307,990854.0,cM,far
CHORDC1,0.6041510911443156,0.08444935439645444,0.0011805643118405127,0.3313662111586135,0.3591060243878462,0.3478652134786521,0.0017886663064300599,0.7115354370773315,3208874.0,cM,far
TYMP,1.077232061848706,0.016279605136336667,2.9897025281803247e-05,-0.05932215845786234,0.08091932403836728,0.47885211478852113,6.89865267278391e-05,0.7818542061031031,9507.0,cM,far
CASP1,0.7614760249629422,0.03497434835522493,8.997477406197965e-07,-0.3401428163598005,0.15284117180903092,0.0282971702829717,3.3218272906560764e-06,0.22386825356873177,2462663.0,cM,far
EIF5,-0.1866334284015871,0.03763105002313245,1.5759682775366094e-05,0.22033372171517226,0.22345156080240416,0.3123687631236876,3.924038842982628e-05,0.6875951971198544,2957921.0,cM,far
PDIA3,0.11610133229162124,0.03813327255910141,0.0023997600239976003,0.21742507481944276,0.13806454909641358,0.12058794120587941,0.003395607575806296,0.4578350675570741,612703.0,cM,far
BID,0.22584189820448083,0.03416213170520883,0.0007006525576710627,-0.11283755122319788,0.21223951223535975,0.5978402159784022,0.0011108075099898586,0.8349251729939657,375189.0,cM,far
LINC00493,-0.3642562519576869,0.0851637235195036,2.122168425273093e-05,-0.49354485582739277,0.49103690027542646,0.35296470352964704,5.09447308070043e-05,0.7148314172365866,886660.0,cM,far
SNRPB2,-0.02953668428059284,0.061090680342749976,0.6292370762923708,-0.3432829675198809,0.4896417248667359,0.4467553244675532,0.6622246032277507,0.7727022996625069,950357.0,cM,far
GPCPD1,-0.5485421949958376,0.08849442182285976,1.2006822107621675e-06,0.326581034396582,0.40435963423877935,0.47795220477952205,4.275600067592109e-06,0.7818542061031031,469551.0,cM,far
ETHE1,-0.25282724631843156,0.09581861716310805,0.009299070092990702,0.512814520077876,0.47499353641005293,0.2605739426057394,0.012161487434318458,0.6428268488135896,247180.0,cM,far
TMEM230,-0.7111166574625791,0.09322141573205771,1.8419418506552011e-07,0.018625342087197256,0.4697201953145157,0.9695030496950305,7.867443117426205e-07,0.9929798607137374,33923.0,cM,far
PANK2,0.9717621412699853,0.09048043806965801,1.6448765662604237e-05,0.1594096185228162,0.4964169636374975,0.7523247675232477,4.057867535198526e-05,0.9121942364919499,1149422.0,cM,far
SNRPB,-0.3383904699391002,0.06291611511520705,6.4374376779416175e-06,-0.22297575338103312,0.36886923716234804,0.5386461353864613,1.8105998092424234e-05,0.8036617779996492,1144819.0,cM,far
SIRPA,0.4234036537467087,0.08117039299243743,0.00027304533011529217,1.4544665057487467,0.5594459426705376,0.026597340265973404,0.00047202454269661923,0.21573398215733985,568253.0,cM,far
FKBP1A,-0.2148802899367654,0.045118128752254655,2.2945089967975688e-05,0.4106127799016426,0.27049394939887267,0.11908809119088092,5.4592317760842895e-05,0.4562562701075864,46241.0,cM,far
PLAUR,-0.933770942133936,0.03317149356748214,1.6321405862390532e-44,-0.13544727880433938,0.1298078183462546,0.29847015298470153,2.0163213703845536e-42,0.6694735554377523,103863.0,cM,far
MBP,-0.31631283841185154,0.10249947448805305,0.0024997500249975004,-0.01464095391615719,0.4968224990257872,0.9762023797620238,0.00351849127094302,0.9954165218398795,2845285.0,cM,far
CNDP2,1.360443934298172,0.07696750194430484,9.556302118961919e-06,-0.2394732394815575,0.3958849893768989,0.535046495350465,2.5579035338421405e-05,0.8018730715382838,355613.0,cM,far
SERPINB8,-0.16708818680214169,0.09468608686498392,0.07899210078992101,0.8157756985810163,0.5467435881127354,0.17568243175682433,0.09453153045351204,0.5549452913254844,1463434.0,cM,far
SERPINB2,-0.9076032837626422,0.12274585186747933,2.4603954412988566e-07,-0.37422789621567326,0.18197190153615245,0.0734926507349265,1.0210323200842283e-06,0.3651431779898933,1365097.0,cM,far
PVRL2,0.9264901879946449,0.057477327255978594,1.1285054790489336e-05,-0.2827992190637803,0.37987659261482715,0.4243575642435756,2.9469590233375408e-05,0.7647941989170886,72541.0,cM,far
TXNL1,-0.05621490776278685,0.06562013347913763,0.39186081391860816,0.7732748183517456,0.4648625792627348,0.0968903109689031,0.42950179743280786,0.4202884293780864,852131.0,cM,far
RPL17,-1.0328321864730219,0.06630030718950973,1.2182857357035939e-20,-0.030050987918148156,0.41045875472883453,0.941005899410059,2.3292462994523472e-19,0.9828196634172733,417659.0,cM,far
CST3,0.8703333025491822,0.022260886827362377,6.548673524043433e-05,-0.3974557133998034,0.09405816608454667,3.235291822732559e-05,0.00013658661921576304,0.0014505475603341742,504638.0,cM,far
ABHD12,0.42645688367312096,0.08634885144358026,0.0019724892572899385,-0.12301191326346902,0.3122346249425465,0.6787321267873213,0.002833468467985368,0.8741329555897659,2176191.0,cM,far
HM13,0.5491799362973873,0.06943426203547638,6.654949385298054e-05,0.29189598586796583,0.31250346498293224,0.34166583341665835,0.00013826453703478234,0.704098820887142,44481.0,cM,far
HCK,-0.27084270367905855,0.055340835543367765,3.938311612117263e-06,0.2394536179388748,0.32209849296076415,0.43005699430056993,1.191135301141304e-05,0.7647941989170886,101820.0,cM,far
OSER1,0.5526750971296914,0.06273666334831489,0.0006603348941068794,0.07706813292435911,0.34116309442322157,0.8205179482051795,0.0010510384934942006,0.9371391219087047,2513349.0,cM,far
TOP1,0.256570894465171,0.07309627255435346,0.0018283533844560653,-0.31014639484131223,0.4233150375204739,0.46505349465053497,0.0026382170129707464,0.7762667716630828,667667.0,cM,far
MAFB,0.38698338111577946,0.03390528669782023,1.6447441320683536e-05,-0.3338924420599848,0.11695948081797031,0.004999500049995001,4.057867535198526e-05,0.06176305446378439,1007252.0,cM,far
CTNNBL1,1.0516885884154694,0.09062941287326813,4.8715509696711355e-05,0.878364466901248,0.5831944116712466,0.14978502149785022,0.000105868888461324,0.5043076405147745,265622.0,cM,far
RPN2,-0.6387503338413479,0.0985535915714938,2.2997343862848277e-06,0.764135701764319,0.4850462319022821,0.1972802719728027,7.4854358843580125e-06,0.5856416206808154,227400.0,cM,far
SAMHD1,0.9006178753744691,0.06472577660166079,0.00031011176494928253,-0.07609714584637833,0.4297357559852309,0.8559144085591441,0.0005292662003278934,0.9448516316753204,512.0,cM,far
C20orf24,0.4373696753853167,0.030354436178302153,0.00012734426086313314,-0.065325436022261,0.20274168656948477,0.7593240675932407,0.00024004094242510777,0.9141487650335416,342890.0,cM,far
TGFB1,0.5375043987769363,0.08640577577876991,0.0004060237520085517,0.468680521584584,0.45633408349671706,0.28247175282471754,0.0006778317523136529,0.6554870375031462,120905.0,cM,far
ATP5A1,-0.40773817024656317,0.07377068830275947,2.836209108176828e-06,-0.22298962148064294,0.32524429617233575,0.48135186481351866,8.948824808903705e-06,0.7818542061031031,146161.0,cM,far
RPS19,-0.11785134811313579,0.019069996883663454,6.335878359338165e-07,0.4098969766598914,0.0843969926677426,0.00020636116151234702,2.3998633596927106e-06,0.006118752577561344,253.0,cM,far
RABAC1,0.623303870370576,0.04910500099238356,1.6349531284996945e-05,-0.16100593130042884,0.29975508370489257,0.5734426557344265,4.04581621628738e-05,0.8222758081334723,279.0,cM,far
MMP24-AS1,-0.24352862545135728,0.07545227527209795,0.0014998500149985001,-0.4762867135304554,0.38921449319356455,0.21477852214778523,0.002215969755370369,0.6061556755936192,6496.0,cM,far
DYNLRB1,0.23649011352211546,0.05436865243757804,0.0007671037003084001,0.6130246381678947,0.39867149523297785,0.11798820117988201,0.0012042703252153379,0.4555025266704099,439086.0,cM,far
EIF2S2,-0.2659178679602519,0.0631714885774452,0.00013903884928619816,-0.20056434116621966,0.3468247779987582,0.587041295870413,0.0002593454029658934,0.8337204640477539,422946.0,cM,far
RALY,0.26525088008222597,0.06532636418532187,0.0030648900915549214,0.056644859626328384,0.46866394678582884,0.9022097790220978,0.004235984068018248,0.967253107911357,304348.0,cM,far
CHMP4B,0.16245729594929914,0.05195009605609783,0.0026997300269973002,-0.6544986451074625,0.4153614095591316,0.11648835116488351,0.0037604218762859187,0.4527306305514027,122050.0,cM,far
MAPRE1,-0.3815533824307487,0.0674833687878267,5.45528524678338e-06,-0.9250512532157928,0.5041732551602038,0.0841915808419158,1.567296620095547e-05,0.3942031452831393,67242.0,cM,far
COMMD7,0.2794226116171943,0.07616533247388296,0.0009255849330289815,0.45110797383567547,0.3656059908462424,0.21877812218778123,0.0014362216448739558,0.6068353440994415,8388.0,cM,far
ERGIC3,-0.23716245664329277,0.08487522345394452,0.0057994200579942,-0.4008054029607089,0.49661215609143966,0.40255974402559747,0.007716544004257403,0.7557551937113981,185661.0,cM,far
ADA,0.38037026920143696,0.058835357142929694,8.887498309617934e-05,0.035476890793990704,0.14087736440632811,0.8208179182081792,0.00017470406713887882,0.9371391219087047,2706332.0,cM,far
ABHD3,0.41237687657197525,0.10435223559356925,0.001669183283894412,0.003735729628824611,0.5306358134935408,0.9929007099290071,0.002443672154908319,0.9997807478326011,6291.0,cM,far
RELB,0.2534858342019162,0.07459436087237852,0.0024079728301007555,-0.324481627044327,0.38258212418798904,0.40875912408759124,0.003404229194667089,0.7580452116451172,46246.0,cM,far
EIF4A3,-0.22600594175866898,0.07367498867408959,0.0027997200279972004,1.031303238915799,0.38445740629195163,0.010998900109989001,0.003889576440279848,0.11935292957190768,107675.0,cM,far
CYTH1,0.6018349400117551,0.08578331552498254,0.00010558540992422423,0.3047570554299245,0.44479923218340345,0.47725227477252274,0.00020356562825726786,0.7818542061031031,342.0,cM,far
SOCS3,-0.4620095795977816,0.08847796258531215,8.942984922796174e-06,-0.6873038227170494,0.2780886454863157,0.017298270172982702,2.421995579428441e-05,0.1653349457953613,4611.0,cM,far
SYNGR2,0.23645682465789847,0.10583591034949523,0.026297370262973702,-0.08245299085159304,0.3598452585163124,0.8189181081891811,0.03315037413056183,0.9371391219087047,88985.0,cM,far
NAPA,1.6095452942180157,0.05502133071888451,1.2896114465518192e-07,-0.47385401709221986,0.33112768305100027,0.14958504149585042,5.62803256294082e-07,0.5043076405147745,315.0,cM,far
SRSF2,-0.32597099356411036,0.0817731075903664,0.00022195926666697117,0.6437031987692309,0.3670259536590912,0.0836916308369163,0.0003919173667524972,0.3930080676142912,386.0,cM,far
SPHK1,-0.11956768806323262,0.05429784281389376,0.029397060293970604,0.30217122504829896,0.2306804244140026,0.2024797520247975,0.036826582552353194,0.5953642295733864,104156.0,cM,far
WBP2,-0.11956114676067545,0.07796214970330369,0.12858714128587143,0.21297807729149057,0.5650192780071673,0.7097290270972902,0.1496456151486301,0.8904881386861314,63035.0,cM,far
H3F3B,0.7056524371306636,0.012480773399871678,3.650537435833835e-05,0.1036931628214469,0.06959394756758815,0.1362863713628637,8.165408247840026e-05,0.47824562521913755,194.0,cM,far
GRB2,0.12745123435944253,0.03240931726595963,0.0027895398096276602,0.35220292492343114,0.27165886728859395,0.18418158184181582,0.0038787886876727466,0.5699337580692798,377415.0,cM,far
SUMO2,-0.14241334186913443,0.04185706953507698,0.0017998200179982,0.19089078057042,0.5225295895885633,0.6907309269073093,0.002600751209618341,0.8797096499707682,600165.0,cM,far
HN1,-0.17344004626102813,0.08150441830334941,0.0337966203379662,-0.1341377383967814,0.37356938039017146,0.7076292370762923,0.042173560421735604,0.889745610728442,614843.0,cM,far
ATP5H,-0.4204856267965782,0.06960190686541999,5.812648467072697e-07,1.2034128482755597,0.5232338105211748,0.025697430256974303,2.2068826094843384e-06,0.2127323350139213,736139.0,cM,far
GLTSCR2,-0.6491628151613834,0.061950555769765346,2.4189847784908164e-14,0.987656686616956,0.3251881840732806,0.004899510048995101,2.398079971763118e-13,0.061473540145985404,229856.0,cM,far
CD300E,0.3257309141795785,0.03878487601200186,0.00010636366436712788,-0.14328258470487296,0.23124432774852402,0.5153484651534846,0.0002048201978100808,0.7967376032349818,415594.0,cM,far
SEPW1,0.5508731653851572,0.0631197094141017,1.4832439116847616e-05,-0.06832156511164764,0.28593084824979903,0.8013198680131987,3.698897084108272e-05,0.9345822135288286,262895.0,cM,far
PRKAR1A,0.059279056067587425,0.07985214634927168,0.46355364463553644,-0.09518762258426941,0.5046545907473652,0.8436156384361564,0.5026786990443427,0.9412312582888729,73525.0,cM,far
RNF213,1.6130870153169723,0.05716186030974601,3.5081682695222607e-06,-0.7657844068513923,0.313941500559023,0.017698230176982303,1.0814046527548465e-05,0.166218465872711,2535.0,cM,far
ACTG1,-0.5391187419121082,0.027473082711569813,8.685937904459592e-26,0.5818520312921414,0.0949221266014629,0.00022912452131796635,2.6320030706720952e-24,0.006344378986838862,117528.0,cM,far
P4HB,-0.2015825637453405,0.08447249122046857,0.0163983601639836,0.7273192048843192,0.45317480554567874,0.11028897110288971,0.02100140863106672,0.44060718306278823,23347.0,cM,far
ARHGDIA,0.16949929779288808,0.0485938913355413,0.0007127372933243678,0.06186679845812904,0.36748203897012977,0.8655134486551345,0.001126155769072252,0.9521747825217478,46521.0,cM,far
PTPN2,0.3812664109332832,0.10360819756171544,0.001062315095319409,0.17204413727688603,0.5125853934196114,0.7486251374862514,0.001627937064010468,0.9095707675828484,2874000.0,cM,far
PSMG2,0.26023770261058043,0.07631918467036537,0.0016801168366067751,0.1322640089784262,0.5063653721525794,0.7912208779122087,0.0024574386517217496,0.9287827973959362,2744301.0,cM,far
SNRPD2,-0.389393769103041,0.07541611816168511,1.0250698431317794e-05,0.27846245142043075,0.4111738188110884,0.4694530546945305,2.721094492677087e-05,0.7782272340361424,106967.0,cM,far
CHMP1B,-0.4003982603844396,0.08592066266497878,0.00011226371171702701,-0.8347422935869905,0.4466708072064863,0.07579242075792421,0.00021489335043807555,0.3688564476885645,1937671.0,cM,far
VAPA,-0.5382787731142892,0.0606932317120706,5.898881504110578e-13,0.22372415126285006,0.3968862266707242,0.5505449455054494,5.039150901915739e-12,0.8110077270661211,310.0,cM,far
RAB31,0.8909120979910499,0.05425232833624487,1.1932405047653907e-05,0.3964480032673262,0.4165525075001905,0.38306169383061695,3.071064504251951e-05,0.740074131842518,6108.0,cM,far
CALM3,0.16257809674755455,0.04507692768931587,0.003936835710361314,0.7516864300078603,0.2532969827253199,0.006799320067993201,0.005358100127830737,0.07970589802333636,106495.0,cM,far
ANKRD12,0.07527029448020563,0.06229789323112754,0.22867713228677133,-0.8350336939581471,0.42840847971991725,0.0634936506349365,0.25754240845200194,0.3516234583438208,586687.0,cM,far
ROCK1,-0.07827607194663443,0.08856745646672849,0.37576242375762425,0.12656376308911485,0.4317474334330143,0.7552244775522448,0.4133386661333867,0.9125897327622611,538548.0,cM,far
NDUFV2,0.0392450026292604,0.053381500946090385,0.46335366463353667,-0.47957092541686197,0.3854017378597726,0.19308069193080693,0.5026786990443427,0.5806188037912626,676840.0,cM,far
MYL12B,0.2087861668885946,0.023352715547416462,8.728519828755327e-07,0.2857428830742764,0.24415123243447806,0.22707729227077292,3.2299545725762797e-06,0.6148070907194995,13442.0,cM,far
AP2S1,-0.6524656955921562,0.04944796913963603,8.916986731623272e-18,0.03408754408404397,0.3647384328165821,0.9235076492350764,1.2345414388781877e-16,0.9751172154316454,124045.0,cM,far
EMILIN2,-0.1902944877741609,0.08333440104560487,0.0216978302169783,-0.5119791149799107,0.4523005001895823,0.42655734426557346,0.027568603899103757,0.7647941989170886,205010.0,cM,far
SMCHD1,1.7476361334652366,0.07189305992192728,5.417472694826438e-07,-0.2684917113528033,0.392532480561833,0.48105189481051897,2.066617849855406e-06,0.7818542061031031,46645.0,cM,far
C5AR1,-0.494240796032344,0.049450235671550026,3.769286441753821e-12,0.25960946485781644,0.1530166158746847,0.08749125087491251,2.996769319532988e-11,0.4026101687825487,25847.0,cM,far
CSNK1D,-0.027937831167439992,0.086307607274807,0.7432256774322568,0.6005899490152173,0.4566241876993262,0.17528247175282471,0.7676015678174948,0.5549452913254844,65319.0,cM,far
SLC16A3,-0.5762806409870578,0.044535615932569314,8.26544428978509e-21,0.8696761664520007,0.2544903686369191,0.0031996800319968005,1.5993136782403439e-19,0.04468422722945097,101881.0,cM,far
ANAPC11,-0.6296725550040679,0.07156618972565872,5.880602284705648e-12,0.8768050879936742,0.4346670202871075,0.0847915208479152,4.5405034948256116e-11,0.3958580886097437,68680.0,cM,far
TGIF1,-0.7012721182552665,0.0763788338023406,1.3181230431213467e-09,-0.2874350411149366,0.3840262606313397,0.44165583441655837,7.614768371413248e-09,0.7701403583854428,163571.0,cM,far
YWHAB,0.16038149073879474,0.034041485549752795,0.0014759857242764357,0.2806130443530747,0.3155992426479341,0.36446355364463556,0.0021923946473670396,0.72711610826495,2454747.0,cM,far
STK4,-0.005172721889116906,0.08451566986443605,0.9551044895510449,-0.3830147318485723,0.48236879272295735,0.4223577642235776,0.9598859888729525,0.7629995155715025,2388024.0,cM,far
DNTTIP1,-0.23187747329877864,0.09204123649346328,0.010998900109989001,-0.12107455168583424,0.44394331830636474,0.7665233476652334,0.01425684711593409,0.91799887871019,1555569.0,cM,far
GADD45GIP1,-1.1031881948303748,0.06874038417090723,3.798669961630234e-18,-0.03464320184882884,0.30742442741911047,0.9081091890810918,5.351459612612417e-17,0.9690336926572244,112449.0,cM,far
RAD23A,-0.8923903353618092,0.07409557222600982,1.3772084987531394e-16,0.34646274116842246,0.3137588873209211,0.283971602839716,1.6756036734829863e-15,0.6554870375031462,117309.0,cM,far
CALR,-0.4177198471614329,0.04958222329882609,5.534570261545124e-11,0.12335711209740216,0.21272966980857833,0.5406459354064593,3.881449711808502e-10,0.8036617779996492,125800.0,cM,far
DNASE2,-0.16474074897000818,0.09106033353226761,0.07239276072392761,-0.37565725762448443,0.31104971733449116,0.21357864213578642,0.08702303422352377,0.6061556755936192,188206.0,cM,far
JUNB,-0.08460482463681326,0.03014498136434227,0.0052994700529947,0.06213278597945925,0.1191971516636064,0.6015398460153984,0.007104297917453663,0.8352027610008628,246816.0,cM,far
ASNA1,-0.13203177883528652,0.0829217370303983,0.11538846115388461,0.0543408548953784,0.5020843424577482,0.9108089191080891,0.13536440366189825,0.9690336926572244,192469.0,cM,far
C19orf43,-0.13680718719146256,0.0332431703178918,0.00019135583153533656,0.10648870956312141,0.3780534777999375,0.7658234176582341,0.00034375555418987753,0.91799887871019,187184.0,cM,far
WDR83OS,-0.3803404577444486,0.049919645528543465,1.8934944844788977e-12,-1.1505694040350198,0.4595052086746215,0.06159384061593841,1.5436305289711218e-11,0.34699606962380686,124732.0,cM,far
ACP5,-0.23876900242481566,0.0724226065617295,0.0016998300169983002,0.5873910072394344,0.2098019590881124,0.014298570142985701,0.002477247738021116,0.14533863069389263,97.0,cM,far
CDC37,-0.32688587803522773,0.06423596270340605,1.1735844975319634e-05,0.42156679080506937,0.387180482713436,0.2575742425757424,3.0350671546478794e-05,0.6408442747056564,104485.0,cM,far
ICAM3,0.10815748291870184,0.09711162297176702,0.2635736426357364,0.8016003348640593,0.4783907094171211,0.09099090090990901,0.29580661780083345,0.408188231456184,45795.0,cM,far
EIF3K,-0.5109556821292259,0.043915763479673686,2.7199002258065776e-14,0.115795567830136,0.37165929594620534,0.839016098390161,2.663512050393514e-13,0.9401154658053358,44163.0,cM,far
EIF3G,-0.843329750822697,0.07562277127718048,1.6904269174447292e-11,0.201431401954613,0.483640709637203,0.6619338066193381,1.2453328575303833e-10,0.8649842908304777,30356.0,cM,far
GMFG,-0.5360732929362992,0.04550775426688658,1.8194810984195885e-13,0.08878445154772804,0.31327535967308306,0.765023497650235,1.6793601402654361e-12,0.91799887871019,39156.0,cM,far
PIN1,-0.4209689664878409,0.08969348122640469,6.757330813625008e-05,0.027782847185336197,0.4073030892657368,0.9439056094390561,0.00013984888256033198,0.98371992781254,66215.0,cM,far
UBL5,-0.024094825363884576,0.037862618491166934,0.526047395260474,0.19264911764542894,0.40226378558481984,0.6319368063193681,0.5647273507943323,0.8440334686398359,58850.0,cM,far
MYO1F,-0.7137521189495692,0.07884109173149013,3.8097515158321624e-08,0.44798586434822907,0.44789494254659695,0.2936706329367063,1.8429099200079678e-07,0.6639268846224622,108297.0,cM,far
IER2,0.22475067671334356,0.04487871877629178,0.0015718517044532847,-0.29542502612829036,0.1642317280800919,0.06919308069193081,0.0023138348646672548,0.35668163952835485,80472.0,cM,far
