gene_1,gene_2,corr_coef,corr_pval,corr_fdr,ctrl,stim,ctrl_mag,stim_mag,sig,TF
NFE2L2,ILK,0.22000351735686463,0.1946,0.36001,0.15136588938936046,0.4065440848781861,0.15136588938936046,0.4065440848781861,False,1
NFE2L2,EIF4G2,0.327404553363585,0.0704,0.2537142857142857,0.15641571369684135,0.49042855070208835,0.15641571369684135,0.49042855070208835,False,1
NFE2L2,HTATIP2,0.2776584780603868,0.0628,0.2537142857142857,0.14071561181779588,0.41837408987818253,0.14071561181779588,0.41837408987818253,False,1
NFE2L2,TMEM258,0.6376468209534439,0.002,0.08072727272727273,-0.12758392871094923,0.3609903999672924,0.12758392871094923,0.3609903999672924,True,1
NFE2L2,FERMT3,0.24605716961807844,0.112,0.3108,0.16323640726040206,0.40929357687848034,0.16323640726040206,0.40929357687848034,False,1
NFE2L2,CFL1,0.15814971681018977,0.1392,0.3287489361702127,0.32448089726261153,0.48263061407280117,0.32448089726261153,0.48263061407280117,False,1
NFE2L2,BANF1,-0.15109382427265067,0.5243,0.614219525065963,0.35944396863586003,0.13189582451542187,0.35944396863586003,0.13189582451542187,False,1
NFE2L2,SPCS2,0.18481814353231873,0.2526,0.4053703971119134,0.2785080221417241,0.40489547732636577,0.2785080221417241,0.40489547732636577,False,1
NFE2L2,CASP4,0.10349690827572793,0.3563,0.4894929230769231,0.2491083376479028,0.3526052459236307,0.2491083376479028,0.3526052459236307,False,1
NFE2L2,TMBIM6,0.21363233255985542,0.0669,0.2537142857142857,0.23372230346985715,0.4473546360297124,0.23372230346985715,0.4473546360297124,False,1
NFE2L2,OAS1,0.2889877746971688,0.0057,0.12474285714285713,0.08752190227708953,0.3765096769742581,0.08752190227708953,0.3765096769742581,True,1
NFE2L2,SPG20,0.2782503295632882,0.065,0.2537142857142857,0.1879827792631881,0.4741750444271844,0.1879827792631881,0.4741750444271844,False,1
NFE2L2,RPL36AL,0.29670282026512534,0.0175,0.1786090909090909,0.20779217404141143,0.5044949943065365,0.20779217404141143,0.5044949943065365,False,1
NFE2L2,PSMA3,0.15980198008034555,0.3529,0.4875726708074534,0.22512235599537955,0.38492433607572496,0.22512235599537955,0.38492433607572496,False,1
NFE2L2,CHURC1,0.642229399961589,0.0055,0.12474285714285713,-0.15204152885259514,0.47819552873170956,0.15204152885259514,0.47819552873170956,True,1
NFE2L2,AHSA1,0.24625381152146153,0.1114,0.3108,0.19760675811644615,0.4438605696379075,0.19760675811644615,0.4438605696379075,False,1
NFE2L2,HSP90AA1,0.24631591523326818,0.0054,0.12474285714285713,0.173108004599842,0.3542024504575413,0.173108004599842,0.3542024504575413,True,1
NFE2L2,B2M,0.2009448825482607,0.0301,0.21796363636363633,0.2712383822841658,0.47218326483242634,0.2712383822841658,0.47218326483242634,False,1
NFE2L2,SQRDL,0.40438656898889397,0.0019,0.08072727272727273,0.09102713692578725,0.49541370591468087,0.09102713692578725,0.49541370591468087,True,1
NFE2L2,BNIP2,0.4586360227250332,0.0508,0.2537142857142857,0.01670047528977724,0.3544738990933142,0.01670047528977724,0.3544738990933142,False,1
NFE2L2,ANXA2,0.10180841746975193,0.2871,0.4426125,0.3307517374657739,0.4325601549355257,0.3307517374657739,0.4325601549355257,False,1
NFE2L2,SCAMP2,0.29941072380979245,0.0437,0.24228148148148151,0.06033699272636633,0.36450682334237733,0.06033699272636633,0.36450682334237733,False,1
NFE2L2,PSMA4,0.33019240614354645,0.0112,0.13086315789473685,0.038216888978726785,0.37150432486350804,0.038216888978726785,0.37150432486350804,True,1
NFE2L2,CTSH,0.36781235312935145,0.0105,0.13073333333333334,0.014011308895656585,0.38241561472071284,0.014011308895656585,0.38241561472071284,True,1
NFE2L2,IQGAP1,0.569668411545993,0.0116,0.13206153846153845,0.04461124018940251,0.5313590470791048,0.04461124018940251,0.5313590470791048,True,1
NFE2L2,UBE2I,0.32754152836456585,0.0512,0.2537142857142857,0.10751374198681325,0.3680071208114491,0.10751374198681325,0.3680071208114491,False,1
NFE2L2,LITAF,0.17837153806627348,0.174,0.344787610619469,0.17483441382538698,0.3532059518916603,0.17483441382538698,0.3532059518916603,False,1
NFE2L2,ATP6V0D1,-0.3780332408203848,0.0177,0.1786090909090909,0.40736496918795984,0.027408895902826955,0.40736496918795984,0.027408895902826955,False,1
NFE2L2,KARS,-0.1590699292271924,0.4375,0.548728813559322,0.4022547809641041,0.2576843416036516,0.4022547809641041,0.2576843416036516,False,1
NFE2L2,CYBA,0.31983077467968446,0.0008,0.05074285714285715,0.052207044399081526,0.3720378190787658,0.052207044399081526,0.3720378190787658,True,1
NFE2L2,ACTG1,0.12987572378706955,0.1731,0.344787610619469,0.2296818615224885,0.359557585309558,0.2296818615224885,0.359557585309558,False,1
NFE2L2,ARHGDIA,0.28838079182851534,0.0629,0.2537142857142857,0.1085475571423235,0.3969283489708386,0.1085475571423235,0.3969283489708386,False,1
NFE2L2,CNDP2,0.3433490012429835,0.0317,0.21796363636363633,0.055599537222682245,0.4033339763879545,0.055599537222682245,0.4033339763879545,False,1
NFE2L2,CST3,0.25701670215285516,0.0059,0.12474285714285713,0.12095855823082635,0.3779752603836814,0.12095855823082635,0.3779752603836814,True,1
NFE2L2,MAPRE1,0.4122124100695016,0.0708,0.2537142857142857,0.05322501242263266,0.44799625421704437,0.05322501242263266,0.44799625421704437,False,1
NFE2L2,EIF6,0.3181043084368916,0.0442,0.24228148148148151,0.1602241290174357,0.44697176331554483,0.1602241290174357,0.44697176331554483,False,1
NFE2L2,CTNNBL1,0.22064996598041503,0.1934,0.36001,0.17695054059852908,0.41193100810628974,0.17695054059852908,0.41193100810628974,False,1
NFE2L2,CTSZ,0.42084445587187785,0.0067,0.1263692307692308,0.015393037571493568,0.40824777442785637,0.015393037571493568,0.40824777442785637,True,1
NFE2L2,BSG,0.3202389619986444,0.0929,0.29674532374100715,0.09140750126177705,0.3992892468595246,0.09140750126177705,0.3992892468595246,False,1
NFE2L2,WDR83OS,-0.32775585651827344,0.1096,0.3108,-0.07896816985728168,-0.40672402637555494,0.07896816985728168,0.40672402637555494,False,1
NFE2L2,TPM4,0.2753678861241561,0.0162,0.1754341463414634,0.13490420767051173,0.41027209379466767,0.13490420767051173,0.41027209379466767,False,1
NFE2L2,RAB8A,0.32289272586881496,0.0517,0.2537142857142857,0.07989146124186966,0.4092542702394275,0.07989146124186966,0.4092542702394275,False,1
NFE2L2,PSMD8,-0.19593926539834683,0.2245,0.3842307692307692,0.35808831869941066,0.16214905330106397,0.35808831869941066,0.16214905330106397,False,1
NFE2L2,FTL,0.12383540114462442,0.0841,0.2872338461538461,0.23986567587598787,0.3637010770206122,0.23986567587598787,0.3637010770206122,False,1
NFE2L2,LILRB4,0.27900231903699174,0.0112,0.13086315789473685,0.12156806561530953,0.4005703846523011,0.12156806561530953,0.4005703846523011,True,1
NFE2L2,CHMP2A,-0.23555623011507235,0.2605,0.40869964664310954,0.363501245814564,0.15393597482941335,0.363501245814564,0.15393597482941335,False,1
NFE2L2,BID,0.14613057786546974,0.228,0.386381679389313,0.30574687972929093,0.45187745759476056,0.30574687972929093,0.45187745759476056,False,1
NFE2L2,PIM3,0.05912772345989503,0.6763,0.7423022222222223,0.2924339417671536,0.38611881253421537,0.2924339417671536,0.38611881253421537,False,1
NFE2L2,SAMSN1,0.18863505351106052,0.1028,0.3108,0.24756288035781843,0.40760311198220683,0.24756288035781843,0.40760311198220683,False,1
MSC,BCAS2,0.503781378226987,0.092,0.26128,0.05785490862871485,0.47009926879470715,0.05785490862871485,0.47009926879470715,False,1
MSC,TRA2B,-0.228480928901749,0.1967,0.3210505747126437,0.3717346667456014,0.16327217868345018,0.3717346667456014,0.16327217868345018,False,1
MSC,PAK2,-0.5755716266919056,0.0064,0.06058666666666667,0.37706184733444653,-0.18549653160283913,0.37706184733444653,0.18549653160283913,True,1
MSC,TNFAIP8,0.1771525571754029,0.1596,0.3076666666666667,0.21082094770398124,0.38797350487938403,0.21082094770398124,0.38797350487938403,False,1
MSC,CLTB,-0.5315909494697727,0.0032,0.06007692307692307,0.3625026258235171,-0.12086869591718455,0.3625026258235171,0.12086869591718455,True,1
MSC,SOD2,0.16000715800914078,0.0433,0.16771351351351355,0.20730923324920456,0.3673163912583452,0.20730923324920456,0.3673163912583452,False,1
MSC,WTAP,0.17483895806152544,0.1241,0.275346875,0.23833338737643392,0.41317234543795917,0.23833338737643392,0.41317234543795917,False,1
MSC,ACTB,-0.28844239709356834,0.0002,0.00568,0.3583253363185804,0.06988293922501215,0.3583253363185804,0.06988293922501215,True,1
MSC,MSN,-0.4463224317466391,0.0062,0.06058666666666667,0.49544142777187167,0.04911899602523289,0.49544142777187167,0.04911899602523289,True,1
MSC,MARCH5,0.4352761611624593,0.0581,0.19643333333333332,-0.035672956351575066,0.37635243649372674,0.035672956351575066,0.37635243649372674,False,1
MSC,CFL1,-0.43949557049974847,0.0,0.0,0.45440058202532985,0.01490501152558138,0.45440058202532985,0.01490501152558138,True,1
MSC,PTPN6,-0.4560886601931603,0.0036,0.06007692307692307,0.36860670345096197,-0.08748195674219815,0.36860670345096197,0.08748195674219815,True,1
MSC,HNRNPA1,-0.31502291085537704,0.0214,0.11254814814814815,0.4053846870997662,0.0903617762443895,0.4053846870997662,0.0903617762443895,True,1
MSC,DRAM1,0.1680435357643814,0.1793,0.31825749999999997,0.22582598776973506,0.3938695235341163,0.22582598776973506,0.3938695235341163,False,1
MSC,TXNRD1,-0.02232596825659116,0.872,0.8988906474820144,0.3460194549718457,0.38943634872939625,0.3460194549718457,0.38943634872939625,False,1
MSC,PSMA3,0.08686763131495966,0.5582,0.6097261538461539,0.2849913926669061,0.37185902398186566,0.2849913926669061,0.37185902398186566,False,1
MSC,PSMA7,-0.5698088779728844,0.0,0.0,0.4337881692360589,-0.11769393583813131,0.4337881692360589,0.11769393583813131,True,1
BACH1,RPL22,0.4807343171413481,0.0129,0.1612,-0.33689889720048843,0.0933156881201073,0.33689889720048843,0.0933156881201073,False,1
BACH1,COX7A2L,-0.3893326141316506,0.0365,0.20364615384615384,0.028416159805119405,-0.3364852553217609,0.028416159805119405,0.3364852553217609,False,1
BACH1,MMADHC,0.5804944189994177,0.0823,0.21286666666666668,-0.13622791083867336,0.4197063917587486,0.13622791083867336,0.4197063917587486,False,1
BACH1,NFKB1,0.20247255203750444,0.3438,0.42953600000000003,0.14133202532387884,0.36192554753357536,0.14133202532387884,0.36192554753357536,False,1
BACH1,HINT1,0.2528116415131017,0.1133,0.21286666666666668,-0.3139091116961711,-0.07435956769720402,0.3139091116961711,0.07435956769720402,False,1
BACH1,TLE4,0.29564304722033447,0.0872,0.21286666666666668,-0.3585731832824925,-0.06814516050765641,0.3585731832824925,0.06814516050765641,False,1
BACH1,SEC61B,0.31769336775228213,0.0467,0.2068142857142857,0.045258478191757046,0.3648639355545547,0.045258478191757046,0.3648639355545547,False,1
BACH1,MRPS16,0.20099968296065204,0.3873,0.46178076923076916,-0.3568874827201518,-0.16101808139665633,0.3568874827201518,0.16101808139665633,False,1
BACH1,SCAF11,0.3378700098482613,0.1059,0.21286666666666668,-0.3589751079113607,-0.07236407603996266,0.3589751079113607,0.07236407603996266,False,1
BACH1,ASNA1,0.14111239184003152,0.3737,0.4543019607843137,-0.3086075745644321,-0.009268965378484586,0.3086075745644321,0.009268965378484586,False,1
BACH1,SUMO3,-0.3356546626888536,0.0251,0.1729111111111111,0.027452585589743332,-0.3070422545468465,0.027452585589743332,0.3070422545468465,False,1
HIF1A,TNFRSF14,0.08445904439179337,0.6956,0.739024,-0.07939008109128609,0.3561881685859247,0.07939008109128609,0.3561881685859247,False,1
HIF1A,CSDE1,0.2607452657110935,0.2123,0.2905157894736842,0.35451624346165567,0.4607917585957845,0.35451624346165567,0.4607917585957845,False,1
HIF1A,TIPRL,0.5400602096175003,0.0121,0.1248,-0.3168485530025494,0.12916713223710968,0.3168485530025494,0.12916713223710968,True,1
HIF1A,UBE2E1,0.5269707525846897,0.0291,0.1248,0.015478478760131234,0.38072510383867125,0.015478478760131234,0.38072510383867125,True,1
HIF1A,CLTB,-0.11981979959589723,0.5454,0.59085,0.44738152734695963,0.23582411431573777,0.44738152734695963,0.23582411431573777,False,1
HIF1A,NQO2,-0.4512981639073026,0.0156,0.1248,0.041472885611396615,-0.3251288576532788,0.041472885611396615,0.3251288576532788,True,1
HIF1A,DSE,-0.2957299761540281,0.1287,0.21358723404255323,0.4464385551880806,0.11896507305442085,0.4464385551880806,0.11896507305442085,False,1
HIF1A,PRKAG2,0.4901671356887473,0.0738,0.16011666666666666,-0.015013012964948553,0.3591110267690141,0.015013012964948553,0.3591110267690141,False,1
HIF1A,LYN,0.332320832702569,0.0654,0.16011666666666666,0.15784647202215632,0.41905691994309335,0.15784647202215632,0.41905691994309335,False,1
HIF1A,OLR1,-0.4313277602360494,0.0014,0.1092,0.36623883937289003,-0.05564623024918665,0.36623883937289003,0.05564623024918665,True,1
HIF1A,C14orf166,0.23912164802788513,0.2642,0.33238064516129034,-0.3088715129110246,-0.0596309938721642,0.3088715129110246,0.0596309938721642,False,1
HIF1A,RAB11A,0.4718354194711261,0.0325,0.1248,-0.18612804331513708,0.3822408005128462,0.18612804331513708,0.3822408005128462,True,1
HIF1A,VPS35,-0.42534841974794374,0.023,0.1248,0.001636979909673727,-0.3048921142776314,0.001636979909673727,0.3048921142776314,True,1
HIF1A,DNAJA2,-0.268531825869173,0.2086,0.2905157894736842,-0.1169619068329452,-0.40212697380845913,0.1169619068329452,0.40212697380845913,False,1
HIF1A,PRKAR1A,-0.5069066405873645,0.0062,0.1209,0.13026909814649332,-0.31297790027484357,0.13026909814649332,0.31297790027484357,True,1
HIF1A,CSNK1D,-0.49657253358273606,0.0219,0.1248,0.35667900189924534,-0.060664696088588176,0.35667900189924534,0.060664696088588176,True,1
HIF1A,STK4,0.49330168109357025,0.0525,0.16011666666666666,-0.07179097373643907,0.36036058922231057,0.07179097373643907,0.36036058922231057,False,1
HIF1A,CTSA,-0.4596400870378519,0.0079,0.12324000000000002,0.03201360812571157,-0.3644328203147654,0.03201360812571157,0.3644328203147654,True,1
HIF1A,NDUFA6,-0.24362386685317197,0.2274,0.30581379310344825,-0.12159763693295815,-0.3166294664468203,0.12159763693295815,0.3166294664468203,False,1
IRF1,PRPF38A,0.3401157630082938,0.1128,0.18486666666666665,-0.3500679360943301,0.029052871261716837,0.3500679360943301,0.029052871261716837,False,1
IRF1,GBP2,0.28443059598451886,0.0298,0.10384000000000002,0.07654481264585619,0.3609754086303748,0.07654481264585619,0.3609754086303748,True,1
IRF1,CD55,0.2850403891169323,0.0832,0.158009375,0.09217222115221099,0.3772126102691431,0.09217222115221099,0.3772126102691431,False,1
IRF1,ARID5A,0.22996243099445557,0.1542,0.2177511627906977,0.07645220582926571,0.39287072066376616,0.07645220582926571,0.39287072066376616,False,1
IRF1,PDCD6,0.19495378001410169,0.2401,0.283318,0.09325735286886692,0.36161803017761285,0.09325735286886692,0.36161803017761285,False,1
IRF1,TOMM7,-0.21763857072906218,0.1947,0.24453617021276597,-0.06939019122030525,-0.33650680334788446,0.06939019122030525,0.33650680334788446,False,1
IRF1,SAT1,0.1848234470386583,0.0219,0.10384000000000002,0.17501517915926332,0.3598386261979215,0.17501517915926332,0.3598386261979215,True,1
IRF1,HPS1,-0.7201631422668877,0.0,0.0,0.4368767487239113,-0.10592043963517442,0.4368767487239113,0.10592043963517442,True,1
IRF1,MLF2,-0.4942269428167316,0.0082,0.06995714285714286,0.11007364358789369,-0.36502835435736447,0.11007364358789369,0.36502835435736447,True,1
IRF1,HNRNPC,0.45839677622488106,0.0265,0.10384000000000002,-0.04527989382214488,0.413116882402736,0.04527989382214488,0.413116882402736,True,1
IRF1,DNAJC7,-0.2983550544941943,0.0497,0.12749130434782607,-0.012145363279779105,-0.3224052364126576,0.012145363279779105,0.3224052364126576,True,1
IRF1,SOCS3,0.06657770857443496,0.608,0.6293333333333333,0.2878673563789208,0.35444506495335565,0.2878673563789208,0.35444506495335565,False,1
IRF1,PANK2,0.2926604699510253,0.1657,0.22218863636363634,0.061463672288875844,0.35897211639154225,0.061463672288875844,0.35897211639154225,False,1
IRF1,ICAM1,0.18506228671677732,0.1948,0.24453617021276597,0.21130917329169943,0.37872964916700214,0.21130917329169943,0.37872964916700214,False,1
ATF4,CAPZB,0.3307752294563208,0.1759,0.397741592920354,-0.326490971518305,0.03755493471911936,0.326490971518305,0.03755493471911936,False,1
ATF4,WASF2,-0.33760078066782495,0.1509,0.397741592920354,-0.004709731381611681,-0.31010613258121733,0.004709731381611681,0.31010613258121733,False,1
ATF4,PTP4A2,-0.6431229901198998,0.004,0.3549806451612903,0.17094737471465912,-0.3765535920430654,0.17094737471465912,0.3765535920430654,False,1
ATF4,SFPQ,-0.26872500554472617,0.1524,0.397741592920354,-0.236332198593481,-0.45549185400361974,0.236332198593481,0.45549185400361974,False,1
ATF4,PSMB2,0.43876919898712563,0.0593,0.3793960784313725,-0.002341727620658778,0.3932512570851713,0.002341727620658778,0.3932512570851713,False,1
ATF4,CAP1,0.24546774829206258,0.1809,0.397741592920354,-0.3677128414787592,-0.11024819304075603,0.3677128414787592,0.11024819304075603,False,1
ATF4,CCDC23,-0.21191305242142916,0.2656,0.4729710144927537,-0.12839091183308282,-0.3021928398610549,0.12839091183308282,0.3021928398610549,False,1
ATF4,GNG5,0.1391334671412482,0.4415,0.601507182320442,-0.32414643923336406,-0.16685615210014318,0.32414643923336406,0.16685615210014318,False,1
ATF4,PDE4DIP,-0.21080705284283388,0.1776,0.397741592920354,-0.12543557228087715,-0.3032444155983818,0.12543557228087715,0.3032444155983818,False,1
ATF4,PSMB4,0.350255879365763,0.1488,0.397741592920354,-0.3053925613287217,0.040460517624562174,0.3053925613287217,0.040460517624562174,False,1
ATF4,FCER1G,0.16862106446177744,0.1759,0.397741592920354,-0.36337124309433444,-0.17563776777373719,0.36337124309433444,0.17563776777373719,False,1
ATF4,ARPC5,0.19575304902236076,0.1998,0.4193880341880342,-0.3044893179578256,-0.09806509902054131,0.3044893179578256,0.09806509902054131,False,1
ATF4,NRBP1,0.34816686456777185,0.279,0.4826732394366197,-0.30421018794350363,0.006756101012781921,0.30421018794350363,0.006756101012781921,False,1
ATF4,MXD1,-0.19100989828661938,0.205,0.42389830508474574,-0.15065728222335803,-0.3081366154715662,0.15065728222335803,0.3081366154715662,False,1
ATF4,NAGK,0.11967647643463025,0.4296,0.601507182320442,-0.3005477288226222,-0.19849968292368209,0.3005477288226222,0.19849968292368209,False,1
ATF4,PRPF40A,-0.31175633838399824,0.2262,0.4445795275590551,-0.09483262906380205,-0.3376956442891222,0.09483262906380205,0.3376956442891222,False,1
ATF4,ARPC2,0.2230505562110793,0.1289,0.394975,-0.3913258762731528,-0.15176110129725387,0.3913258762731528,0.15176110129725387,False,1
ATF4,MYEOV2,0.5265899330383421,0.0451,0.3549806451612903,-0.3790742976754807,-0.005713141616506111,0.3790742976754807,0.005713141616506111,False,1
ATF4,NDUFAF3,0.45332871917768763,0.0382,0.3549806451612903,-0.42011279108254235,0.012935092958099302,0.42011279108254235,0.012935092958099302,False,1
ATF4,RPL24,0.5798584948837933,0.0034,0.3549806451612903,-0.13598672195681186,0.4003110442417504,0.13598672195681186,0.4003110442417504,False,1
ATF4,AP2M1,0.34466394088703584,0.1512,0.397741592920354,-0.3090560714560188,0.029779118112208215,0.3090560714560188,0.029779118112208215,False,1
ATF4,COMMD8,-0.23245883418152896,0.2241,0.4445795275590551,-0.23385316375110446,-0.3053276386773799,0.23385316375110446,0.3053276386773799,False,1
ATF4,PYURF,0.5262924750332618,0.0609,0.3793960784313725,-0.0671595516201706,0.4008876682556096,0.0671595516201706,0.4008876682556096,False,1
ATF4,SLC7A11,-0.3210364756380139,0.0198,0.3549806451612903,-0.07192948989575534,-0.35440103563460573,0.07192948989575534,0.35440103563460573,False,1
ATF4,DDX60L,0.17404388507100918,0.3114,0.506544,-0.3687450082792651,-0.1896434671861821,0.3687450082792651,0.1896434671861821,False,1
ATF4,TMEM167A,-0.5555951215958085,0.0344,0.3549806451612903,0.03174727860672337,-0.3793731275642445,0.03174727860672337,0.3793731275642445,False,1
ATF4,ETF1,-0.5561542008222852,0.0151,0.3549806451612903,0.36374174626871075,-0.15967015738117085,0.36374174626871075,0.15967015738117085,False,1
ATF4,PSMB8,-0.2002177251769504,0.3158,0.5069421052631579,-0.14328454678100908,-0.3152510494693154,0.14328454678100908,0.3152510494693154,False,1
ATF4,SNX3,-0.21944347145889379,0.1396,0.397741592920354,-0.04024242566864084,-0.3416009252505121,0.04024242566864084,0.3416009252505121,False,1
ATF4,ACTB,0.1266151999331799,0.2626,0.4729710144927537,-0.3279135920325786,-0.1815433520679214,0.3279135920325786,0.1815433520679214,False,1
ATF4,CPVL,0.1531673928951062,0.3105,0.506544,-0.32965749378005665,-0.1591696992077228,0.32965749378005665,0.1591696992077228,False,1
ATF4,SEPT7,0.3596220642504128,0.0422,0.3549806451612903,-0.3640820459043725,-0.004022287566119428,0.3640820459043725,0.004022287566119428,False,1
ATF4,SAMD9L,-0.30856328927354093,0.0433,0.3549806451612903,0.033847461353112424,-0.3164827642085203,0.033847461353112424,0.3164827642085203,False,1
ATF4,SHFM1,0.5140811181697094,0.0425,0.3549806451612903,-0.386853862102162,0.08391522955585812,0.386853862102162,0.08391522955585812,False,1
ATF4,PSMC2,0.06986990909783745,0.7024,0.7934518518518519,-0.3252243409974826,-0.2302944352857543,0.3252243409974826,0.2302944352857543,False,1
ATF4,MKRN1,-0.2330816035024312,0.2809,0.4826732394366197,-0.1364666828605907,-0.38331623426506684,0.1364666828605907,0.38331623426506684,False,1
ATF4,NDUFB2,-0.3857892170201213,0.0473,0.3606625,-0.08323053179974146,-0.43261522222295856,0.08323053179974146,0.43261522222295856,False,1
ATF4,DNAJB6,0.5350457453957304,0.0172,0.3549806451612903,-0.006165277049716642,0.47674223883518235,0.006165277049716642,0.47674223883518235,False,1
