SOURCE,TARGET,CTRL,STIM,CTRL_MAG,STIM_MAG
RELB,ABRACL,-0.3939827857539058,-0.16717231553047895,0.3939827857539058,0.16717231553047895
RELB,ARPC1A,-0.3435517600737512,0.062360916286706924,0.3435517600737512,0.062360916286706924
RELB,PSMC2,-0.3656366690993309,-0.07843249663710594,0.3656366690993309,0.07843249663710594
RELB,DDX3X,0.3389310878701508,0.0342558529227972,0.3389310878701508,0.0342558529227972
RELB,MORF4L2,-0.31299321353435516,-0.1715894031804055,0.31299321353435516,0.1715894031804055
RELB,MRPS16,-0.38777302764356136,-0.041594611713662744,0.38777302764356136,0.041594611713662744
RELB,TMEM179B,-0.3695159675553441,-0.06679436098784208,0.3695159675553441,0.06679436098784208
RELB,OTUB1,-0.323868528008461,-0.1612094920128584,0.323868528008461,0.1612094920128584
RELB,TCIRG1,-0.3011006093584001,-0.06606252724304795,0.3011006093584001,0.06606252724304795
RELB,OS9,-0.3440106671769172,-0.19293662952259183,0.3440106671769172,0.19293662952259183
RELB,RPL6,-0.34192021982744336,0.078895328566432,0.34192021982744336,0.078895328566432
RELB,SNRNP35,-0.4335495103150606,-0.0677827000617981,0.4335495103150606,0.0677827000617981
RELB,MED4,-0.3315112292766571,-0.13691546395421028,0.3315112292766571,0.13691546395421028
RELB,COMMD6,-0.3270802025217563,0.172056685667485,0.3270802025217563,0.172056685667485
RELB,PSMA6,-0.3671844145283103,-0.07756086252629757,0.3671844145283103,0.07756086252629757
RELB,ACTR10,-0.3221457798499614,0.04421817930415273,0.3221457798499614,0.04421817930415273
RELB,ANP32A,-0.31898885034024715,-0.020699632354080677,0.31898885034024715,0.020699632354080677
RELB,KRT10,-0.319269354455173,-0.1789426114410162,0.319269354455173,0.1789426114410162
RELB,DDX5,-0.40216903830878437,0.03756792063359171,0.40216903830878437,0.03756792063359171
RELB,TXNL1,-0.3287153020501137,-0.05964224226772785,0.3287153020501137,0.05964224226772785
RELB,RELB,0.9982626438140869,0.8735533952713013,0.9982626438140869,0.8735533952713013
RELB,TSEN34,-0.3805405981838703,-0.020520142512395978,0.3805405981838703,0.020520142512395978
RELB,SNAP29,-0.3246857416816056,-0.09596963040530682,0.3246857416816056,0.09596963040530682
RELB,UBE2L3,-0.31990635534748435,0.07422928884625435,0.31990635534748435,0.07422928884625435
RELB,DDX17,0.3017387855798006,0.03736070217564702,0.3017387855798006,0.03736070217564702
ATF5,SDSL,0.3265417566290125,0.026031198911368847,0.3265417566290125,0.026031198911368847
ATF5,ZNF207,-0.3070529572432861,0.10010910779237747,0.3070529572432861,0.10010910779237747
ATF5,ATF5,0.9986464753746986,0.873185470700264,0.9986464753746986,0.873185470700264
JUNB,CCNL1,0.32728574611246586,-0.13144466865924187,0.32728574611246586,0.13144466865924187
JUNB,PNRC1,0.34585385490208864,0.33872585371136665,0.34585385490208864,0.33872585371136665
JUNB,TNFAIP3,0.31887248740531504,0.07365957694128156,0.31887248740531504,0.07365957694128156
JUNB,NFKBIA,0.4686507321894169,0.4209065530449152,0.4686507321894169,0.4209065530449152
JUNB,JUNB,0.997551403939724,0.9981075376272202,0.997551403939724,0.9981075376272202
JUNB,IER2,0.3008030545897782,0.3560014581307769,0.3008030545897782,0.3560014581307769
JUNB,OSCAR,0.3130820122314617,-0.023306123970542103,0.3130820122314617,0.023306123970542103
JUNB,ATF4,0.3574206940829754,0.12226242199540138,0.3574206940829754,0.12226242199540138
YBX1,SSU72,0.3300438206642866,0.007537010125815868,0.3300438206642866,0.007537010125815868
YBX1,PARK7,0.3702634465880692,0.4107318059541285,0.3702634465880692,0.4107318059541285
